datetime,activity_count,axis_x,axis_y,axis_z,vector_magnitude
2000-01-02 11:13:00,2505,855,660,990,1465.11
2000-01-02 11:14:00,2680,926,442,1312,1665.81
2000-01-02 11:15:00,2631,596,843,1192,1576.95
2000-01-02 11:16:00,2788,875,892,1021,1613.39
2000-01-02 11:17:00,3015,1194,454,1367,1870.74
2000-01-02 11:18:00,2711,607,1096,1008,1608.16
2000-01-02 11:19:00,2753,954,571,1228,1656.78
2000-01-02 11:20:00,3191,1231,984,976,1853.41
2000-01-02 11:21:00,771,301,151,320,463.96
2000-01-02 11:22:00,2816,738,1130,948,1649.05
2000-01-02 11:23:00,2474,586,899,990,1459.60
2000-01-02 11:24:00,534,134,229,170,315.49
2000-01-02 11:25:00,2968,815,1227,926,1739.97
2000-01-02 11:26:00,5534,1992,1542,1999,3216.24
2000-01-02 11:27:00,2229,527,757,946,1320.81
2000-01-02 11:28:00,596,164,235,197,347.69
2000-01-02 11:29:00,3059,1113,937,1009,1770.76
2000-01-02 11:30:00,2459,882,402,1175,1522.99
2000-01-02 11:31:00,2812,854,1013,945,1627.14
2000-01-02 11:32:00,4610,1341,1575,1694,2673.46
2000-01-02 11:33:00,2878,643,1114,1121,1706.15
2000-01-02 11:34:00,2918,1047,709,1162,1717.03
2000-01-02 11:35:00,2812,1018,432,1362,1754.30
2000-01-02 11:36:00,2484,822,872,790,1435.34
2000-01-02 11:37:00,2344,654,738,953,1371.03
2000-01-02 11:38:00,2592,843,820,930,1498.90
2000-01-02 11:39:00,268,84,98,86,155.04
2000-01-02 11:40:00,2486,525,875,1086,1490.15
2000-01-02 11:41:00,5342,1648,1129,2565,3251.04
2000-01-02 11:42:00,280,78,64,138,171.18
2000-01-02 11:43:00,2819,859,698,1262,1678.88
2000-01-02 11:44:00,2712,659,1215,838,1616.65
2000-01-02 11:45:00,462,151,153,158,266.62
2000-01-02 11:46:00,595,198,111,286,365.17
2000-01-02 11:47:00,3131,1144,430,1557,1979.31
2000-01-02 11:48:00,2974,748,964,1262,1755.34
2000-01-02 11:49:00,2596,844,524,1227,1579.37
2000-01-02 11:50:00,3104,1132,1034,937,1797.25
2000-01-02 11:51:00,2588,770,619,1199,1553.65
2000-01-02 11:52:00,5203,1758,1750,1695,3004.51
2000-01-02 11:53:00,2646,703,1053,891,1547.88
2000-01-02 11:54:00,2631,736,616,1279,1599.31
2000-01-02 11:55:00,2613,985,637,990,1535.26
2000-01-02 11:56:00,3259,735,1222,1302,1930.91
2000-01-02 11:57:00,2606,919,809,878,1506.52
2000-01-02 11:58:00,4318,1528,1113,1677,2526.89
2000-01-02 11:59:00,2839,687,1193,959,1677.39
2000-01-02 12:00:00,2780,654,1153,973,1644.46
2000-01-02 12:01:00,2748,634,1075,1040,1624.14
2000-01-02 12:02:00,2541,521,891,1129,1529.38
2000-01-02 12:03:00,4745,1864,1322,1560,2766.65
2000-01-02 12:04:00,625,215,220,190,361.83
2000-01-02 12:05:00,437,137,136,164,253.20
2000-01-02 12:06:00,2629,926,463,1239,1615.00
2000-01-02 12:07:00,2638,868,484,1286,1625.08
2000-01-02 12:08:00,2695,667,729,1299,1632.18
2000-01-02 12:09:00,2546,587,727,1232,1545.98
2000-01-02 12:10:00,2573,891,763,920,1490.45
2000-01-02 12:11:00,862,252,327,284,500.77
2000-01-02 12:12:00,2734,615,759,1360,1674.74
2000-01-02 12:13:00,2344,677,620,1047,1392.46
2000-01-02 12:14:00,3259,739,1109,1411,1940.90
2000-01-02 12:15:00,2790,926,540,1325,1703.84
2000-01-02 12:16:00,2922,1047,494,1381,1802.03
2000-01-02 12:17:00,604,221,165,217,351.52
2000-01-02 12:18:00,2589,693,1016,880,1512.31
2000-01-02 12:19:00,2887,978,787,1122,1683.93
2000-01-02 12:20:00,2963,996,495,1472,1844.89
2000-01-02 12:21:00,2893,850,938,1106,1680.60
2000-01-02 12:22:00,2969,956,833,1180,1732.14
2000-01-02 12:23:00,2399,521,781,1097,1443.89
2000-01-02 12:24:00,2449,534,1018,897,1458.28
2000-01-02 12:25:00,2458,798,890,770,1422.04
2000-01-02 12:26:00,3093,1054,817,1222,1808.81
2000-01-02 12:27:00,2577,576,1143,857,1541.03
2000-01-02 12:28:00,3205,942,948,1316,1875.12
2000-01-02 12:29:00,2521,729,962,830,1464.96
2000-01-02 12:30:00,4602,1460,1055,2086,2756.42
2000-01-02 12:31:00,2528,732,749,1047,1480.82
2000-01-02 12:32:00,3391,1280,424,1687,2159.79
2000-01-02 12:33:00,2617,1003,474,1140,1590.42
2000-01-02 12:34:00,3224,1104,947,1174,1868.72
2000-01-02 12:35:00,1114,260,426,427,657.11
2000-01-02 12:36:00,2444,931,300,1213,1558.55
2000-01-02 12:37:00,4217,1222,1471,1524,2445.13
2000-01-02 12:38:00,2626,700,792,1134,1550.17
2000-01-02 12:39:00,2927,1015,668,1243,1738.73
2000-01-02 12:40:00,2681,681,823,1177,1589.40
2000-01-02 12:41:00,2913,1040,502,1371,1792.71
2000-01-02 12:42:00,2702,693,1094,915,1585.63
2000-01-02 12:43:00,2600,866,909,824,1502.18
2000-01-02 12:44:00,1086,256,452,379,642.59
2000-01-02 12:45:00,3020,612,1496,912,1856.03
2000-01-02 12:46:00,3147,996,1162,988,1822.03
2000-01-02 12:47:00,3121,659,1143,1318,1865.26
2000-01-02 12:48:00,2666,582,1241,843,1609.27
2000-01-02 12:49:00,374,114,123,136,216.40
2000-01-02 12:50:00,2753,939,715,1099,1612.51
2000-01-02 12:51:00,362,85,168,109,217.57
2000-01-02 12:52:00,3141,747,1090,1304,1856.47
2000-01-02 12:53:00,2709,630,729,1350,1658.91
2000-01-02 12:54:00,2637,865,763,1009,1532.52
2000-01-02 12:55:00,2283,899,401,984,1391.69
2000-01-02 12:56:00,2969,887,1155,927,1726.35
2000-01-02 12:57:00,683,138,242,303,411.47
2000-01-02 12:58:00,2362,905,385,1073,1455.30
2000-01-02 12:59:00,3885,1127,940,1818,2336.35
2000-01-02 13:00:00,2840,991,687,1162,1674.75
2000-01-02 13:01:00,426,125,134,167,247.97
2000-01-02 13:02:00,2931,676,1104,1152,1732.32
2000-01-02 13:03:00,2109,481,985,643,1270.78
2000-01-02 13:04:00,2334,849,583,903,1369.38
2000-01-02 13:05:00,3117,683,1385,1050,1867.14
2000-01-02 13:06:00,2527,925,764,838,1463.51
2000-01-02 13:07:00,2780,958,717,1104,1628.51
2000-01-02 13:08:00,2250,498,918,834,1336.76
2000-01-02 13:09:00,2954,897,1087,970,1711.07
2000-01-02 13:10:00,4346,1417,1487,1442,2509.90
2000-01-02 13:11:00,2465,677,880,908,1434.10
2000-01-02 13:12:00,2487,529,729,1229,1523.42
2000-01-02 13:13:00,2601,990,358,1254,1636.87
2000-01-02 13:14:00,2892,900,670,1323,1734.39
2000-01-02 13:15:00,2858,899,655,1304,1713.75
2000-01-02 13:16:00,2334,849,674,811,1353.67
2000-01-02 13:17:00,2210,508,870,833,1306.97
2000-01-02 13:18:00,3841,972,980,1888,2339.17
2000-01-02 13:19:00,2764,946,563,1255,1669.14
2000-01-02 13:20:00,2798,1021,754,1022,1629.85
2000-01-02 13:21:00,2664,791,564,1309,1630.22
2000-01-02 13:22:00,2473,790,467,1216,1523.56
2000-01-02 13:23:00,702,211,207,284,409.89
2000-01-02 13:24:00,428,88,200,141,259.73
2000-01-02 13:25:00,2464,875,668,921,1435.45
2000-01-02 13:26:00,2488,964,622,903,1459.71
2000-01-02 13:27:00,2831,658,1067,1106,1671.64
2000-01-02 13:28:00,4803,1097,1807,1899,2841.79
2000-01-02 13:29:00,2679,711,952,1016,1563.21
2000-01-02 13:30:00,2402,844,682,876,1394.54
2000-01-02 13:31:00,317,73,145,99,190.10
2000-01-02 13:32:00,2680,729,1098,853,1570.10
2000-01-02 13:33:00,2594,791,742,1061,1517.14
2000-01-02 13:34:00,2983,650,1111,1222,1775.06
2000-01-02 13:35:00,2614,860,845,909,1509.98
2000-01-02 13:36:00,4304,1514,1463,1328,2488.72
2000-01-02 13:37:00,395,129,117,149,229.32
2000-01-02 13:38:00,3207,994,803,1409,1902.37
2000-01-02 13:39:00,408,110,136,163,238.69
2000-01-02 13:40:00,2514,772,880,861,1453.62
2000-01-02 13:41:00,2614,718,972,923,1521.12
2000-01-02 13:42:00,2842,716,1087,1038,1665.15
2000-01-02 13:43:00,2898,1141,630,1128,1723.19
2000-01-02 13:44:00,643,241,114,288,392.58
2000-01-02 13:45:00,2722,920,823,979,1575.58
2000-01-02 13:46:00,704,265,148,291,420.62
2000-01-02 13:47:00,247,92,40,115,152.72
2000-01-02 13:48:00,2305,809,625,872,1343.25
2000-01-02 13:49:00,2744,1090,674,980,1613.38
2000-01-02 13:50:00,302,61,147,94,185.06
2000-01-02 13:51:00,2701,847,838,1016,1565.85
2000-01-02 13:52:00,2958,812,820,1326,1758.04
2000-01-02 13:53:00,735,191,191,353,444.49
2000-01-02 13:54:00,2130,697,742,690,1230.22
2000-01-02 13:55:00,2913,684,812,1417,1770.62
2000-01-02 13:56:00,2915,740,975,1199,1713.98
2000-01-02 13:57:00,678,190,256,233,394.59
2000-01-02 13:58:00,3059,965,581,1513,1886.18
2000-01-02 13:59:00,2803,959,512,1332,1719.32
2000-01-02 14:00:00,4371,1079,1218,2074,2635.98
2000-01-02 14:01:00,3541,1104,768,1669,2143.66
2000-01-02 14:02:00,440,128,127,184,258.07
2000-01-02 14:03:00,2757,952,481,1325,1700.50
2000-01-02 14:04:00,3015,885,983,1147,1751.00
2000-01-02 14:05:00,726,243,136,347,445.25
2000-01-02 14:06:00,2557,695,925,937,1488.63
2000-01-02 14:07:00,2967,1121,552,1294,1799.01
2000-01-02 14:08:00,2200,806,496,898,1304.39
2000-01-02 14:09:00,2721,975,398,1348,1710.92
2000-01-02 14:10:00,541,120,255,167,327.34
2000-01-02 14:11:00,2637,917,431,1288,1639.09
2000-01-02 14:12:00,2681,830,619,1232,1609.15
2000-01-02 14:13:00,2503,676,966,861,1459.94
2000-01-02 14:14:00,2432,824,803,805,1404.37
2000-01-02 14:15:00,515,114,194,206,305.45
2000-01-02 14:16:00,3108,752,1236,1121,1829.57
2000-01-02 14:17:00,568,202,175,191,328.50
2000-01-02 14:18:00,4447,899,1626,1923,2673.52
2000-01-02 14:19:00,2783,795,1037,951,1616.29
2000-01-02 14:20:00,3084,925,631,1528,1894.08
2000-01-02 14:21:00,4251,934,1584,1734,2526.89
2000-01-02 14:22:00,2224,749,385,1089,1377.06
2000-01-02 14:23:00,335,84,145,107,198.60
2000-01-02 14:24:00,3225,1128,836,1261,1886.86
2000-01-02 14:25:00,2497,725,672,1101,1479.20
2000-01-02 14:26:00,321,114,55,152,197.86
2000-01-02 14:27:00,2438,939,579,921,1436.71
2000-01-02 14:28:00,2853,866,1065,923,1653.82
2000-01-02 14:29:00,2929,650,1206,1073,1740.47
2000-01-02 14:30:00,513,142,191,179,298.29
2000-01-02 14:31:00,403,136,119,148,233.53
2000-01-02 14:32:00,2185,851,325,1009,1359.07
2000-01-02 14:33:00,2863,824,858,1181,1676.43
2000-01-02 14:34:00,2832,1075,506,1251,1725.17
2000-01-02 14:35:00,2656,756,808,1093,1555.04
2000-01-02 14:36:00,5177,1287,1812,2078,3042.50
2000-01-02 14:37:00,326,108,82,135,191.73
2000-01-02 14:38:00,2558,847,446,1264,1585.70
2000-01-02 14:39:00,2452,563,1040,849,1455.62
2000-01-02 14:40:00,2737,834,1075,828,1592.46
2000-01-02 14:41:00,682,262,197,223,396.33
2000-01-02 14:42:00,2554,599,1079,875,1513.32
2000-01-02 14:43:00,2766,634,857,1274,1661.59
2000-01-02 14:44:00,2839,609,816,1414,1742.13
2000-01-02 14:45:00,2622,714,681,1227,1574.78
2000-01-02 14:46:00,472,112,180,179,277.74
2000-01-02 14:47:00,2495,932,512,1051,1495.06
2000-01-02 14:48:00,3004,1125,734,1145,1765.06
2000-01-02 14:49:00,2570,911,740,919,1490.73
2000-01-02 14:50:00,2511,890,477,1144,1525.96
2000-01-02 14:51:00,2575,930,633,1012,1513.06
2000-01-02 14:52:00,2458,723,578,1158,1482.23
2000-01-02 14:53:00,3180,1078,710,1392,1898.21
2000-01-02 14:54:00,433,171,72,190,265.71
2000-01-02 14:55:00,2404,610,952,842,1409.87
2000-01-02 14:56:00,3002,744,1163,1095,1762.00
2000-01-02 14:57:00,2481,753,574,1154,1492.66
2000-01-02 14:58:00,2676,956,589,1131,1593.63
2000-01-02 14:59:00,3106,846,902,1359,1836.70
2000-01-02 15:00:00,2566,884,852,830,1482.16
2000-01-02 15:01:00,2681,981,472,1228,1641.17
2000-01-02 15:02:00,3121,1206,531,1384,1910.83
2000-01-02 15:03:00,535,210,137,187,313.15
2000-01-02 15:04:00,4325,1293,1514,1518,2503.50
2000-01-02 15:05:00,2550,728,1031,791,1489.62
2000-01-02 15:06:00,2631,589,1049,993,1559.65
2000-01-02 15:07:00,350,108,130,113,203.05
2000-01-02 15:08:00,3064,738,986,1340,1820.18
2000-01-02 15:09:00,2690,691,805,1194,1597.05
2000-01-02 15:10:00,2660,674,884,1101,1565.01
2000-01-02 15:11:00,4911,1151,1538,2222,2937.42
2000-01-02 15:12:00,4905,1583,1290,2032,2880.62
2000-01-02 15:13:00,2793,899,921,973,1613.15
2000-01-02 15:14:00,2609,646,1124,839,1544.25
2000-01-02 15:15:00,2241,828,637,776,1301.30
2000-01-02 15:16:00,2956,819,814,1324,1756.39
2000-01-02 15:17:00,2741,788,762,1191,1618.65
2000-01-02 15:18:00,2681,866,743,1072,1565.82
2000-01-02 15:19:00,686,160,226,300,408.31
2000-01-02 15:20:00,2806,701,1036,1069,1645.69
2000-01-02 15:21:00,2955,924,739,1292,1752.12
2000-01-02 15:22:00,0,0,0,0,0.00
2000-01-02 15:23:00,0,0,0,0,0.00
2000-01-02 15:24:00,0,0,0,0,0.00
2000-01-02 15:25:00,0,0,0,0,0.00
2000-01-02 15:26:00,0,0,0,0,0.00
2000-01-02 15:27:00,0,0,0,0,0.00
2000-01-02 15:28:00,0,0,0,0,0.00
2000-01-02 15:29:00,0,0,0,0,0.00
2000-01-02 15:30:00,0,0,0,0,0.00
2000-01-02 15:31:00,0,0,0,0,0.00
2000-01-02 15:32:00,0,0,0,0,0.00
2000-01-02 15:33:00,0,0,0,0,0.00
2000-01-02 15:34:00,0,0,0,0,0.00
2000-01-02 15:35:00,0,0,0,0,0.00
2000-01-02 15:36:00,0,0,0,0,0.00
2000-01-02 15:37:00,0,0,0,0,0.00
2000-01-02 15:38:00,0,0,0,0,0.00
2000-01-02 15:39:00,0,0,0,0,0.00
2000-01-02 15:40:00,0,0,0,0,0.00
2000-01-02 15:41:00,0,0,0,0,0.00
2000-01-02 15:42:00,0,0,0,0,0.00
2000-01-02 15:43:00,0,0,0,0,0.00
2000-01-02 15:44:00,0,0,0,0,0.00
2000-01-02 15:45:00,0,0,0,0,0.00
2000-01-02 15:46:00,0,0,0,0,0.00
2000-01-02 15:47:00,0,0,0,0,0.00
2000-01-02 15:48:00,0,0,0,0,0.00
2000-01-02 15:49:00,0,0,0,0,0.00
2000-01-02 15:50:00,0,0,0,0,0.00
2000-01-02 15:51:00,0,0,0,0,0.00
2000-01-02 15:52:00,0,0,0,0,0.00
2000-01-02 15:53:00,0,0,0,0,0.00
2000-01-02 15:54:00,0,0,0,0,0.00
2000-01-02 15:55:00,0,0,0,0,0.00
2000-01-02 15:56:00,0,0,0,0,0.00
2000-01-02 15:57:00,0,0,0,0,0.00
2000-01-02 15:58:00,0,0,0,0,0.00
2000-01-02 15:59:00,0,0,0,0,0.00
2000-01-02 16:00:00,0,0,0,0,0.00
2000-01-02 16:01:00,0,0,0,0,0.00
2000-01-02 16:02:00,0,0,0,0,0.00
2000-01-02 16:03:00,0,0,0,0,0.00
2000-01-02 16:04:00,0,0,0,0,0.00
2000-01-02 16:05:00,0,0,0,0,0.00
2000-01-02 16:06:00,0,0,0,0,0.00
2000-01-02 16:07:00,0,0,0,0,0.00
2000-01-02 16:08:00,0,0,0,0,0.00
2000-01-02 16:09:00,0,0,0,0,0.00
2000-01-02 16:10:00,0,0,0,0,0.00
2000-01-02 16:11:00,0,0,0,0,0.00
2000-01-02 16:12:00,0,0,0,0,0.00
2000-01-02 16:13:00,0,0,0,0,0.00
2000-01-02 16:14:00,0,0,0,0,0.00
2000-01-02 16:15:00,0,0,0,0,0.00
2000-01-02 16:16:00,0,0,0,0,0.00
2000-01-02 16:17:00,0,0,0,0,0.00
2000-01-02 16:18:00,0,0,0,0,0.00
2000-01-02 16:19:00,0,0,0,0,0.00
2000-01-02 16:20:00,0,0,0,0,0.00
2000-01-02 16:21:00,0,0,0,0,0.00
2000-01-02 16:22:00,0,0,0,0,0.00
2000-01-02 16:23:00,0,0,0,0,0.00
2000-01-02 16:24:00,0,0,0,0,0.00
2000-01-02 16:25:00,0,0,0,0,0.00
2000-01-02 16:26:00,0,0,0,0,0.00
2000-01-02 16:27:00,43,16,11,15,25.11
2000-01-02 16:28:00,0,0,0,0,0.00
2000-01-02 16:29:00,0,0,0,0,0.00
2000-01-02 16:30:00,0,0,0,0,0.00
2000-01-02 16:31:00,0,0,0,0,0.00
2000-01-02 16:32:00,0,0,0,0,0.00
2000-01-02 16:33:00,0,0,0,0,0.00
2000-01-02 16:34:00,0,0,0,0,0.00
2000-01-02 16:35:00,0,0,0,0,0.00
2000-01-02 16:36:00,0,0,0,0,0.00
2000-01-02 16:37:00,0,0,0,0,0.00
2000-01-02 16:38:00,0,0,0,0,0.00
2000-01-02 16:39:00,0,0,0,0,0.00
2000-01-02 16:40:00,0,0,0,0,0.00
2000-01-02 16:41:00,0,0,0,0,0.00
2000-01-02 16:42:00,0,0,0,0,0.00
2000-01-02 16:43:00,0,0,0,0,0.00
2000-01-02 16:44:00,0,0,0,0,0.00
2000-01-02 16:45:00,0,0,0,0,0.00
2000-01-02 16:46:00,0,0,0,0,0.00
2000-01-02 16:47:00,24,9,8,6,13.81
2000-01-02 16:48:00,0,0,0,0,0.00
2000-01-02 16:49:00,0,0,0,0,0.00
2000-01-02 16:50:00,0,0,0,0,0.00
2000-01-02 16:51:00,0,0,0,0,0.00
2000-01-02 16:52:00,0,0,0,0,0.00
2000-01-02 16:53:00,0,0,0,0,0.00
2000-01-02 16:54:00,0,0,0,0,0.00
2000-01-02 16:55:00,0,0,0,0,0.00
2000-01-02 16:56:00,0,0,0,0,0.00
2000-01-02 16:57:00,0,0,0,0,0.00
2000-01-02 16:58:00,0,0,0,0,0.00
2000-01-02 16:59:00,0,0,0,0,0.00
2000-01-02 17:00:00,0,0,0,0,0.00
2000-01-02 17:01:00,0,0,0,0,0.00
2000-01-02 17:02:00,0,0,0,0,0.00
2000-01-02 17:03:00,0,0,0,0,0.00
2000-01-02 17:04:00,0,0,0,0,0.00
2000-01-02 17:05:00,0,0,0,0,0.00
2000-01-02 17:06:00,0,0,0,0,0.00
2000-01-02 17:07:00,0,0,0,0,0.00
2000-01-02 17:08:00,0,0,0,0,0.00
2000-01-02 17:09:00,0,0,0,0,0.00
2000-01-02 17:10:00,0,0,0,0,0.00
2000-01-02 17:11:00,0,0,0,0,0.00
2000-01-02 17:12:00,0,0,0,0,0.00
2000-01-02 17:13:00,0,0,0,0,0.00
2000-01-02 17:14:00,22,7,2,14,15.41
2000-01-02 17:15:00,0,0,0,0,0.00
2000-01-02 17:16:00,0,0,0,0,0.00
2000-01-02 17:17:00,0,0,0,0,0.00
2000-01-02 17:18:00,0,0,0,0,0.00
2000-01-02 17:19:00,0,0,0,0,0.00
2000-01-02 17:20:00,0,0,0,0,0.00
2000-01-02 17:21:00,12,3,3,7,7.63
2000-01-02 17:22:00,0,0,0,0,0.00
2000-01-02 17:23:00,0,0,0,0,0.00
2000-01-02 17:24:00,0,0,0,0,0.00
2000-01-02 17:25:00,0,0,0,0,0.00
2000-01-02 17:26:00,0,0,0,0,0.00
2000-01-02 17:27:00,0,0,0,0,0.00
2000-01-02 17:28:00,0,0,0,0,0.00
2000-01-02 17:29:00,0,0,0,0,0.00
2000-01-02 17:30:00,0,0,0,0,0.00
2000-01-02 17:31:00,0,0,0,0,0.00
2000-01-02 17:32:00,0,0,0,0,0.00
2000-01-02 17:33:00,0,0,0,0,0.00
2000-01-02 17:34:00,0,0,0,0,0.00
2000-01-02 17:35:00,0,0,0,0,0.00
2000-01-02 17:36:00,0,0,0,0,0.00
2000-01-02 17:37:00,0,0,0,0,0.00
2000-01-02 17:38:00,0,0,0,0,0.00
2000-01-02 17:39:00,0,0,0,0,0.00
2000-01-02 17:40:00,0,0,0,0,0.00
2000-01-02 17:41:00,0,0,0,0,0.00
2000-01-02 17:42:00,0,0,0,0,0.00
2000-01-02 17:43:00,0,0,0,0,0.00
2000-01-02 17:44:00,0,0,0,0,0.00
2000-01-02 17:45:00,0,0,0,0,0.00
2000-01-02 17:46:00,0,0,0,0,0.00
2000-01-02 17:47:00,0,0,0,0,0.00
2000-01-02 17:48:00,0,0,0,0,0.00
2000-01-02 17:49:00,0,0,0,0,0.00
2000-01-02 17:50:00,0,0,0,0,0.00
2000-01-02 17:51:00,0,0,0,0,0.00
2000-01-02 17:52:00,0,0,0,0,0.00
2000-01-02 17:53:00,0,0,0,0,0.00
2000-01-02 17:54:00,0,0,0,0,0.00
2000-01-02 17:55:00,0,0,0,0,0.00
2000-01-02 17:56:00,0,0,0,0,0.00
2000-01-02 17:57:00,0,0,0,0,0.00
2000-01-02 17:58:00,0,0,0,0,0.00
2000-01-02 17:59:00,0,0,0,0,0.00
2000-01-02 18:00:00,0,0,0,0,0.00
2000-01-02 18:01:00,0,0,0,0,0.00
2000-01-02 18:02:00,0,0,0,0,0.00
2000-01-02 18:03:00,0,0,0,0,0.00
2000-01-02 18:04:00,0,0,0,0,0.00
2000-01-02 18:05:00,0,0,0,0,0.00
2000-01-02 18:06:00,0,0,0,0,0.00
2000-01-02 18:07:00,0,0,0,0,0.00
2000-01-02 18:08:00,0,0,0,0,0.00
2000-01-02 18:09:00,0,0,0,0,0.00
2000-01-02 18:10:00,0,0,0,0,0.00
2000-01-02 18:11:00,0,0,0,0,0.00
2000-01-02 18:12:00,0,0,0,0,0.00
2000-01-02 18:13:00,0,0,0,0,0.00
2000-01-02 18:14:00,0,0,0,0,0.00
2000-01-02 18:15:00,0,0,0,0,0.00
2000-01-02 18:16:00,0,0,0,0,0.00
2000-01-02 18:17:00,0,0,0,0,0.00
2000-01-02 18:18:00,687,190,278,219,401.63
2000-01-02 18:19:00,870,313,262,295,503.48
2000-01-02 18:20:00,2757,588,1342,827,1682.38
2000-01-02 18:21:00,4704,1096,1335,2272,2854.20
2000-01-02 18:22:00,406,131,80,195,248.17
2000-01-02 18:23:00,2935,1065,467,1402,1821.77
2000-01-02 18:24:00,2039,686,678,675,1177.20
2000-01-02 18:25:00,2222,807,640,776,1289.27
2000-01-02 18:26:00,2338,701,698,939,1364.15
2000-01-02 18:27:00,2622,957,744,922,1522.45
2000-01-02 18:28:00,2531,632,694,1205,1527.28
2000-01-02 18:29:00,2596,737,695,1164,1543.32
2000-01-02 18:30:00,2620,1021,487,1112,1586.43
2000-01-02 18:31:00,2721,628,833,1260,1635.57
2000-01-02 18:32:00,2604,681,949,974,1520.77
2000-01-02 18:33:00,2722,1007,678,1037,1596.69
2000-01-02 18:34:00,2304,736,722,846,1333.86
2000-01-02 18:35:00,4571,1408,1784,1379,2658.07
2000-01-02 18:36:00,2958,622,1359,977,1785.29
2000-01-02 18:37:00,634,214,184,237,368.06
2000-01-02 18:38:00,3665,806,1532,1326,2181.01
2000-01-02 18:39:00,4608,1748,750,2110,2841.04
2000-01-02 18:40:00,2589,948,591,1049,1532.74
2000-01-02 18:41:00,2460,569,733,1157,1483.62
2000-01-02 18:42:00,2424,898,783,743,1404.26
2000-01-02 18:43:00,2347,916,514,917,1394.36
2000-01-02 18:44:00,2342,930,600,813,1372.66
2000-01-02 18:45:00,2806,956,749,1101,1639.21
2000-01-02 18:46:00,516,111,235,170,310.31
2000-01-02 18:47:00,2580,764,918,897,1494.08
2000-01-02 18:48:00,2668,1034,520,1114,1606.14
2000-01-02 18:49:00,2652,738,926,989,1542.46
2000-01-02 18:50:00,2459,737,893,830,1424.16
2000-01-02 18:51:00,2421,702,575,1144,1459.90
2000-01-02 18:52:00,2099,658,427,1014,1281.96
2000-01-02 18:53:00,2931,733,1222,975,1727.03
2000-01-02 18:54:00,1667,535,552,580,963.01
2000-01-02 18:55:00,2423,858,635,929,1415.54
2000-01-02 18:56:00,2218,786,720,712,1281.93
2000-01-02 18:57:00,593,207,107,280,363.98
2000-01-02 18:58:00,1858,533,540,785,1091.57
2000-01-02 18:59:00,2237,692,552,993,1330.05
2000-01-02 19:00:00,562,119,165,277,343.98
2000-01-02 19:01:00,2308,743,451,1114,1413.07
2000-01-02 19:02:00,2691,997,407,1287,1678.25
2000-01-02 19:03:00,2092,530,829,734,1227.27
2000-01-02 19:04:00,2306,483,1130,693,1411.00
2000-01-02 19:05:00,2435,753,555,1127,1464.99
2000-01-02 19:06:00,2720,962,513,1245,1654.78
2000-01-02 19:07:00,4648,1037,1949,1662,2763.37
2000-01-02 19:08:00,2235,526,714,995,1332.77
2000-01-02 19:09:00,5063,1034,1552,2478,3100.93
2000-01-02 19:10:00,2552,593,1062,897,1511.59
2000-01-02 19:11:00,2064,797,607,659,1199.69
2000-01-02 19:12:00,333,129,96,108,193.85
2000-01-02 19:13:00,4296,1516,1337,1442,2483.43
2000-01-02 19:14:00,1817,532,456,828,1085.25
2000-01-02 19:15:00,1873,441,836,596,1117.39
2000-01-02 19:16:00,2194,839,379,977,1341.79
2000-01-02 19:17:00,444,161,135,147,257.08
2000-01-02 19:18:00,2361,656,836,869,1372.90
2000-01-02 19:19:00,2737,768,723,1246,1632.33
2000-01-02 19:20:00,2222,886,640,696,1295.87
2000-01-02 19:21:00,2378,741,552,1085,1424.83
2000-01-02 19:22:00,354,96,152,107,208.87
2000-01-02 19:23:00,2268,834,566,869,1330.37
2000-01-02 19:24:00,2118,473,772,873,1257.88
2000-01-02 19:25:00,1983,699,471,814,1171.27
2000-01-02 19:26:00,1999,729,546,724,1163.53
2000-01-02 19:27:00,4913,1667,792,2455,3071.19
2000-01-02 19:28:00,2305,651,806,848,1338.69
2000-01-02 19:29:00,2184,448,903,833,1307.42
2000-01-02 19:30:00,1953,755,273,926,1225.03
2000-01-02 19:31:00,1896,500,536,860,1129.75
2000-01-02 19:32:00,1902,469,559,875,1139.16
2000-01-02 19:33:00,1817,623,621,574,1049.96
2000-01-02 19:34:00,2229,739,417,1073,1367.69
2000-01-02 19:35:00,3655,1212,1039,1404,2125.83
2000-01-02 19:36:00,3622,1370,1162,1089,2101.06
2000-01-02 19:37:00,1709,534,461,715,1003.73
2000-01-02 19:38:00,1903,730,532,641,1107.75
2000-01-02 19:39:00,3505,820,1137,1548,2088.52
2000-01-02 19:40:00,406,146,116,144,235.47
2000-01-02 19:41:00,1660,475,608,577,963.59
2000-01-02 19:42:00,1751,557,527,667,1016.05
2000-01-02 19:43:00,1693,640,337,717,1017.78
2000-01-02 19:44:00,1554,370,591,592,915.07
2000-01-02 19:45:00,1886,596,417,873,1136.61
2000-01-02 19:46:00,1751,375,834,541,1062.66
2000-01-02 19:47:00,2006,632,388,987,1234.12
2000-01-02 19:48:00,1738,503,595,640,1008.33
2000-01-02 19:49:00,1782,472,465,844,1073.39
2000-01-02 19:50:00,1539,353,460,726,928.86
2000-01-02 19:51:00,1810,602,355,854,1102.95
2000-01-02 19:52:00,684,258,212,214,396.79
2000-01-02 19:53:00,258,61,105,92,152.24
2000-01-02 19:54:00,3562,1171,1074,1316,2063.57
2000-01-02 19:55:00,1415,556,197,662,886.35
