Device,AX3
DeviceId,DEMO_AX3_001
Start Time,2000-01-01 00:00:00
Stop Time,2000-01-10 23:59:00
Logging,60

timestamp,x,y,z,temperature
2000-01-03 08:31:00,423,604,705,25.0
2000-01-03 08:32:00,339,495,754,25.0
2000-01-03 08:33:00,348,684,647,25.0
2000-01-03 08:34:00,596,433,886,25.0
2000-01-03 08:35:00,121,161,179,25.0
2000-01-03 08:36:00,132,91,137,25.0
2000-01-03 08:37:00,430,737,786,25.0
2000-01-03 08:38:00,379,518,696,25.0
2000-01-03 08:39:00,434,730,701,25.0
2000-01-03 08:40:00,389,409,790,25.0
2000-01-03 08:41:00,447,450,665,25.0
2000-01-03 08:42:00,680,431,788,25.0
2000-01-03 08:43:00,370,821,629,25.0
2000-01-03 08:44:00,416,582,790,25.0
2000-01-03 08:45:00,658,622,712,25.0
2000-01-03 08:46:00,498,547,873,25.0
2000-01-03 08:47:00,497,832,795,25.0
2000-01-03 08:48:00,447,431,805,25.0
2000-01-03 08:49:00,492,556,498,25.0
2000-01-03 08:50:00,588,402,708,25.0
2000-01-03 08:51:00,51,77,88,25.0
2000-01-03 08:52:00,328,777,512,25.0
2000-01-03 08:53:00,408,769,679,25.0
2000-01-03 08:54:00,613,369,653,25.0
2000-01-03 08:55:00,495,1082,825,25.0
2000-01-03 08:56:00,415,573,875,25.0
2000-01-03 08:57:00,646,489,524,25.0
2000-01-03 08:58:00,636,596,540,25.0
2000-01-03 08:59:00,515,1039,777,25.0
2000-01-03 09:00:00,619,496,548,25.0
2000-01-03 09:01:00,597,438,767,25.0
2000-01-03 09:02:00,582,509,895,25.0
2000-01-03 09:03:00,92,134,185,25.0
2000-01-03 09:04:00,770,602,594,25.0
2000-01-03 09:05:00,144,221,215,25.0
2000-01-03 09:06:00,1747,797,2163,25.0
2000-01-03 09:07:00,465,942,639,25.0
2000-01-03 09:08:00,1288,732,1583,25.0
2000-01-03 09:09:00,556,798,708,25.0
2000-01-03 09:10:00,571,941,785,25.0
2000-01-03 09:11:00,702,351,952,25.0
2000-01-03 09:12:00,992,1547,1180,25.0
2000-01-03 09:13:00,444,684,744,25.0
2000-01-03 09:14:00,653,377,995,25.0
2000-01-03 09:15:00,568,678,665,25.0
2000-01-03 09:16:00,600,613,915,25.0
2000-01-03 09:17:00,562,653,824,25.0
2000-01-03 09:18:00,190,132,238,25.0
2000-01-03 09:19:00,873,550,977,25.0
2000-01-03 09:20:00,1143,2103,1562,25.0
2000-01-03 09:21:00,71,82,95,25.0
2000-01-03 09:22:00,132,125,198,25.0
2000-01-03 09:23:00,579,848,624,25.0
2000-01-03 09:24:00,1308,508,1700,25.0
2000-01-03 09:25:00,484,724,853,25.0
2000-01-03 09:26:00,548,793,734,25.0
2000-01-03 09:27:00,671,343,885,25.0
2000-01-03 09:28:00,104,105,107,25.0
2000-01-03 09:29:00,660,268,917,25.0
2000-01-03 09:30:00,430,524,831,25.0
2000-01-03 09:31:00,707,512,1126,25.0
2000-01-03 09:32:00,462,764,644,25.0
2000-01-03 09:33:00,506,904,612,25.0
2000-01-03 09:34:00,216,175,200,25.0
2000-01-03 09:35:00,102,133,144,25.0
2000-01-03 09:36:00,797,622,712,25.0
2000-01-03 09:37:00,1234,2041,1590,25.0
2000-01-03 09:38:00,1244,1359,2288,25.0
2000-01-03 09:39:00,551,561,1110,25.0
2000-01-03 09:40:00,676,731,661,25.0
2000-01-03 09:41:00,423,626,1010,25.0
2000-01-03 09:42:00,661,445,993,25.0
2000-01-03 09:43:00,694,251,939,25.0
2000-01-03 09:44:00,543,733,959,25.0
2000-01-03 09:45:00,127,217,234,25.0
2000-01-03 09:46:00,579,808,683,25.0
2000-01-03 09:47:00,559,893,641,25.0
2000-01-03 09:48:00,472,811,795,25.0
2000-01-03 09:49:00,88,115,133,25.0
2000-01-03 09:50:00,889,1306,2136,25.0
2000-01-03 09:51:00,832,716,790,25.0
2000-01-03 09:52:00,422,842,762,25.0
2000-01-03 09:53:00,87,174,128,25.0
2000-01-03 09:54:00,802,431,1003,25.0
2000-01-03 09:55:00,781,289,917,25.0
2000-01-03 09:56:00,521,625,1131,25.0
2000-01-03 09:57:00,744,317,894,25.0
2000-01-03 09:58:00,73,75,138,25.0
2000-01-03 09:59:00,774,373,1090,25.0
2000-01-03 10:00:00,583,526,1009,25.0
2000-01-03 10:01:00,682,759,1080,25.0
2000-01-03 10:02:00,569,699,920,25.0
2000-01-03 10:03:00,1236,1195,2117,25.0
2000-01-03 10:04:00,476,974,702,25.0
2000-01-03 10:05:00,936,831,825,25.0
2000-01-03 10:06:00,875,537,1112,25.0
2000-01-03 10:07:00,776,251,932,25.0
2000-01-03 10:08:00,451,879,801,25.0
2000-01-03 10:09:00,166,141,195,25.0
2000-01-03 10:10:00,86,63,83,25.0
2000-01-03 10:11:00,1395,1136,2031,25.0
2000-01-03 10:12:00,507,738,1003,25.0
2000-01-03 10:13:00,424,652,594,25.0
2000-01-03 10:14:00,2090,1393,1833,25.0
2000-01-03 10:15:00,837,559,699,25.0
2000-01-03 10:16:00,552,680,1173,25.0
2000-01-03 10:17:00,423,1026,622,25.0
2000-01-03 10:18:00,805,702,841,25.0
2000-01-03 10:19:00,123,91,177,25.0
2000-01-03 10:20:00,232,181,181,25.0
2000-01-03 10:21:00,822,770,846,25.0
2000-01-03 10:22:00,722,654,982,25.0
2000-01-03 10:23:00,54,55,93,25.0
2000-01-03 10:24:00,780,289,1021,25.0
2000-01-03 10:25:00,50,29,57,25.0
2000-01-03 10:26:00,596,1137,932,25.0
2000-01-03 10:27:00,473,824,882,25.0
2000-01-03 10:28:00,515,766,765,25.0
2000-01-03 10:29:00,782,883,726,25.0
2000-01-03 10:30:00,104,163,153,25.0
2000-01-03 10:31:00,515,650,842,25.0
2000-01-03 10:32:00,537,898,904,25.0
2000-01-03 10:33:00,557,1146,741,25.0
2000-01-03 10:34:00,158,89,231,25.0
2000-01-03 10:35:00,105,211,193,25.0
2000-01-03 10:36:00,82,148,132,25.0
2000-01-03 10:37:00,876,640,753,25.0
2000-01-03 10:38:00,70,144,106,25.0
2000-01-03 10:39:00,56,104,100,25.0
2000-01-03 10:40:00,443,929,803,25.0
2000-01-03 10:41:00,132,211,179,25.0
2000-01-03 10:42:00,949,1854,1804,25.0
2000-01-03 10:43:00,902,661,805,25.0
2000-01-03 10:44:00,720,748,707,25.0
2000-01-03 10:45:00,597,603,520,25.0
2000-01-03 10:46:00,781,371,1074,25.0
2000-01-03 10:47:00,215,108,245,25.0
2000-01-03 10:48:00,463,596,1030,25.0
2000-01-03 10:49:00,150,104,206,25.0
2000-01-03 10:50:00,947,574,893,25.0
2000-01-03 10:51:00,848,608,729,25.0
2000-01-03 10:52:00,726,931,841,25.0
2000-01-03 10:53:00,674,684,1071,25.0
2000-01-03 10:54:00,556,1110,918,25.0
2000-01-03 10:55:00,766,269,1033,25.0
2000-01-03 10:56:00,389,703,709,25.0
2000-01-03 10:57:00,457,926,820,25.0
2000-01-03 10:58:00,517,644,1137,25.0
2000-01-03 10:59:00,537,774,743,25.0
2000-01-03 11:00:00,669,1008,826,25.0
2000-01-03 11:01:00,536,555,884,25.0
2000-01-03 11:02:00,1835,1027,2232,25.0
2000-01-03 11:03:00,572,867,954,25.0
2000-01-03 11:04:00,1076,1453,1588,25.0
2000-01-03 11:05:00,884,538,948,25.0
2000-01-03 11:06:00,465,934,872,25.0
2000-01-03 11:07:00,853,755,701,25.0
2000-01-03 11:08:00,1048,1693,1639,25.0
2000-01-03 11:09:00,607,857,700,25.0
2000-01-03 11:10:00,961,660,1013,25.0
2000-01-03 11:11:00,849,481,805,25.0
2000-01-03 11:12:00,715,763,762,25.0
2000-01-03 11:13:00,109,72,100,25.0
2000-01-03 11:14:00,487,568,908,25.0
2000-01-03 11:15:00,595,602,905,25.0
2000-01-03 11:16:00,714,325,855,25.0
2000-01-03 11:17:00,478,773,1024,25.0
2000-01-03 11:18:00,677,423,611,25.0
2000-01-03 11:19:00,83,107,99,25.0
2000-01-03 11:20:00,607,786,667,25.0
2000-01-03 11:21:00,438,909,579,25.0
2000-01-03 11:22:00,87,122,99,25.0
2000-01-03 11:23:00,596,707,1278,25.0
2000-01-03 11:24:00,752,510,1039,25.0
2000-01-03 11:25:00,550,867,824,25.0
2000-01-03 11:26:00,953,747,804,25.0
2000-01-03 11:27:00,629,829,869,25.0
2000-01-03 11:28:00,99,73,93,25.0
2000-01-03 11:29:00,832,690,758,25.0
2000-01-03 11:30:00,711,616,802,25.0
2000-01-03 11:31:00,660,615,557,25.0
2000-01-03 11:32:00,149,170,153,25.0
2000-01-03 11:33:00,540,1206,814,25.0
2000-01-03 11:34:00,583,541,976,25.0
2000-01-03 11:35:00,194,149,295,25.0
2000-01-03 11:36:00,766,427,1057,25.0
2000-01-03 11:37:00,109,219,184,25.0
2000-01-03 11:38:00,1860,899,2368,25.0
2000-01-03 11:39:00,68,60,119,25.0
2000-01-03 11:40:00,677,592,708,25.0
2000-01-03 11:41:00,679,794,1080,25.0
2000-01-03 11:42:00,549,578,1025,25.0
2000-01-03 11:43:00,667,815,734,25.0
2000-01-03 11:44:00,547,783,714,25.0
2000-01-03 11:45:00,753,678,696,25.0
2000-01-03 11:46:00,131,108,198,25.0
2000-01-03 11:47:00,904,552,875,25.0
2000-01-03 11:48:00,526,895,859,25.0
2000-01-03 11:49:00,504,473,861,25.0
2000-01-03 11:50:00,416,823,787,25.0
2000-01-03 11:51:00,1358,1302,1450,25.0
2000-01-03 11:52:00,775,583,891,25.0
2000-01-03 11:53:00,910,402,1097,25.0
2000-01-03 11:54:00,626,790,947,25.0
2000-01-03 11:55:00,751,639,755,25.0
2000-01-03 11:56:00,487,584,984,25.0
2000-01-03 11:57:00,762,1011,862,25.0
2000-01-03 11:58:00,339,620,628,25.0
2000-01-03 11:59:00,621,464,1019,25.0
2000-01-03 12:00:00,529,607,595,25.0
2000-01-03 12:01:00,1431,803,1747,25.0
2000-01-03 12:02:00,843,811,835,25.0
2000-01-03 12:03:00,757,722,637,25.0
2000-01-03 12:04:00,637,432,760,25.0
2000-01-03 12:05:00,549,792,843,25.0
2000-01-03 12:06:00,624,834,660,25.0
2000-01-03 12:07:00,643,978,943,25.0
2000-01-03 12:08:00,612,708,1108,25.0
2000-01-03 12:09:00,739,507,765,25.0
2000-01-03 12:10:00,662,614,957,25.0
2000-01-03 12:11:00,697,430,984,25.0
2000-01-03 12:12:00,557,924,669,25.0
2000-01-03 12:13:00,846,633,824,25.0
2000-01-03 12:14:00,824,299,984,25.0
2000-01-03 12:15:00,448,997,731,25.0
2000-01-03 12:16:00,894,666,678,25.0
2000-01-03 12:17:00,556,427,538,25.0
2000-01-03 12:18:00,869,1358,2034,25.0
2000-01-03 12:19:00,863,381,1041,25.0
2000-01-03 12:20:00,1404,1567,1842,25.0
2000-01-03 12:21:00,515,1001,798,25.0
2000-01-03 12:22:00,617,675,691,25.0
2000-01-03 12:23:00,828,473,1057,25.0
2000-01-03 12:24:00,696,508,1040,25.0
2000-01-03 12:25:00,537,843,1004,25.0
2000-01-03 12:26:00,774,870,817,25.0
2000-01-03 12:27:00,1016,760,796,25.0
2000-01-03 12:28:00,752,641,893,25.0
2000-01-03 12:29:00,569,717,896,25.0
2000-01-03 12:30:00,725,738,641,25.0
2000-01-03 12:31:00,613,547,1001,25.0
2000-01-03 12:32:00,98,102,87,25.0
2000-01-03 12:33:00,469,1022,749,25.0
2000-01-03 12:34:00,574,640,1105,25.0
2000-01-03 12:35:00,561,355,855,25.0
2000-01-03 12:36:00,566,1126,730,25.0
2000-01-03 12:37:00,1633,1159,1613,25.0
2000-01-03 12:38:00,651,942,840,25.0
2000-01-03 12:39:00,1315,802,1509,25.0
2000-01-03 12:40:00,461,592,879,25.0
2000-01-03 12:41:00,677,420,1028,25.0
2000-01-03 12:42:00,834,667,1033,25.0
2000-01-03 12:43:00,576,889,802,25.0
2000-01-03 12:44:00,882,554,875,25.0
2000-01-03 12:45:00,96,68,80,25.0
2000-01-03 12:46:00,891,670,776,25.0
2000-01-03 12:47:00,546,1069,884,25.0
2000-01-03 12:48:00,66,124,116,25.0
2000-01-03 12:49:00,195,142,324,25.0
2000-01-03 12:50:00,629,669,1216,25.0
2000-01-03 12:51:00,1515,1316,1357,25.0
2000-01-03 12:52:00,645,864,1034,25.0
2000-01-03 12:53:00,83,125,99,25.0
2000-01-03 12:54:00,545,784,1061,25.0
2000-01-03 12:55:00,439,747,906,25.0
2000-01-03 12:56:00,95,79,171,25.0
2000-01-03 12:57:00,177,252,287,25.0
2000-01-03 12:58:00,714,502,1028,25.0
2000-01-03 12:59:00,141,267,268,25.0
2000-01-03 13:00:00,462,827,684,25.0
2000-01-03 13:01:00,726,594,619,25.0
2000-01-03 13:02:00,504,958,921,25.0
2000-01-03 13:03:00,859,485,1130,25.0
2000-01-03 13:04:00,817,520,1050,25.0
2000-01-03 13:05:00,784,1027,790,25.0
2000-01-03 13:06:00,718,275,934,25.0
2000-01-03 13:07:00,727,841,724,25.0
2000-01-03 13:08:00,89,82,87,25.0
2000-01-03 13:09:00,878,333,997,25.0
2000-01-03 13:10:00,479,1091,795,25.0
2000-01-03 13:11:00,627,975,859,25.0
2000-01-03 13:12:00,225,368,369,25.0
2000-01-03 13:13:00,575,568,999,25.0
2000-01-03 13:14:00,985,1333,1516,25.0
2000-01-03 13:15:00,1015,1828,1319,25.0
2000-01-03 13:16:00,544,1014,786,25.0
2000-01-03 13:17:00,453,1058,651,25.0
2000-01-03 13:18:00,126,185,138,25.0
2000-01-03 13:19:00,723,801,994,25.0
2000-01-03 13:20:00,960,512,1003,25.0
2000-01-03 13:21:00,709,801,945,25.0
2000-01-03 13:22:00,548,737,989,25.0
2000-01-03 13:23:00,643,740,1171,25.0
2000-01-03 13:24:00,1011,1537,1198,25.0
2000-01-03 13:25:00,169,181,226,25.0
2000-01-03 13:26:00,510,766,1196,25.0
2000-01-03 13:27:00,493,716,878,25.0
2000-01-03 13:28:00,539,756,1156,25.0
2000-01-03 13:29:00,548,429,857,25.0
2000-01-03 13:30:00,82,85,117,25.0
2000-01-03 13:31:00,118,170,151,25.0
2000-01-03 13:32:00,768,563,850,25.0
2000-01-03 13:33:00,653,647,1084,25.0
2000-01-03 13:34:00,581,694,705,25.0
2000-01-03 13:35:00,833,797,890,25.0
2000-01-03 13:36:00,739,613,770,25.0
2000-01-03 13:37:00,572,823,770,25.0
2000-01-03 13:38:00,720,1300,1321,25.0
2000-01-03 13:39:00,539,612,932,25.0
2000-01-03 13:40:00,568,948,825,25.0
2000-01-03 13:41:00,773,413,896,25.0
2000-01-03 13:42:00,541,726,1122,25.0
2000-01-03 13:43:00,455,626,1050,25.0
2000-01-03 13:44:00,858,550,954,25.0
2000-01-03 13:45:00,963,1163,2002,25.0
2000-01-03 13:46:00,153,107,229,25.0
2000-01-03 13:47:00,943,604,958,25.0
2000-01-03 13:48:00,708,442,1074,25.0
2000-01-03 13:49:00,769,549,990,25.0
2000-01-03 13:50:00,536,858,967,25.0
2000-01-03 13:51:00,774,296,954,25.0
2000-01-03 13:52:00,1338,1319,1783,25.0
2000-01-03 13:53:00,686,925,721,25.0
2000-01-03 13:54:00,615,868,1146,25.0
2000-01-03 13:55:00,731,570,797,25.0
2000-01-03 13:56:00,675,296,859,25.0
2000-01-03 13:57:00,730,795,691,25.0
2000-01-03 13:58:00,885,739,749,25.0
2000-01-03 13:59:00,481,1065,702,25.0
2000-01-03 14:00:00,828,416,958,25.0
2000-01-03 14:01:00,777,661,966,25.0
2000-01-03 14:02:00,787,570,1283,25.0
2000-01-03 14:03:00,606,734,1116,25.0
2000-01-03 14:04:00,724,1054,767,25.0
2000-01-03 14:05:00,754,769,671,25.0
2000-01-03 14:06:00,912,669,840,25.0
2000-01-03 14:07:00,475,876,980,25.0
2000-01-03 14:08:00,491,363,840,25.0
2000-01-03 14:09:00,599,851,740,25.0
2000-01-03 14:10:00,690,736,783,25.0
2000-01-03 14:11:00,801,458,988,25.0
2000-01-03 14:12:00,638,620,816,25.0
2000-01-03 14:13:00,1015,1018,1959,25.0
2000-01-03 14:14:00,824,364,977,25.0
2000-01-03 14:15:00,734,611,726,25.0
2000-01-03 14:16:00,536,881,817,25.0
2000-01-03 14:17:00,55,83,99,25.0
2000-01-03 14:18:00,348,388,325,25.0
2000-01-03 14:19:00,909,649,778,25.0
2000-01-03 14:20:00,581,852,803,25.0
2000-01-03 14:21:00,82,73,104,25.0
2000-01-03 14:22:00,894,670,1177,25.0
2000-01-03 14:23:00,802,896,808,25.0
2000-01-03 14:24:00,140,243,236,25.0
2000-01-03 14:25:00,1449,1247,1733,25.0
2000-01-03 14:26:00,631,978,878,25.0
2000-01-03 14:27:00,890,655,1166,25.0
2000-01-03 14:28:00,525,1251,821,25.0
2000-01-03 14:29:00,585,696,972,25.0
2000-01-03 14:30:00,548,665,1155,25.0
2000-01-03 14:31:00,820,604,722,25.0
2000-01-03 14:32:00,119,116,177,25.0
2000-01-03 14:33:00,540,949,894,25.0
2000-01-03 14:34:00,604,712,1090,25.0
2000-01-03 14:35:00,1212,634,1761,25.0
2000-01-03 14:36:00,828,596,782,25.0
2000-01-03 14:37:00,536,538,1073,25.0
2000-01-03 14:38:00,889,485,850,25.0
2000-01-03 14:39:00,892,341,1030,25.0
2000-01-03 14:40:00,147,111,147,25.0
2000-01-03 14:41:00,584,671,1207,25.0
2000-01-03 14:42:00,645,585,761,25.0
2000-01-03 14:43:00,588,635,863,25.0
2000-01-03 14:44:00,919,292,1197,25.0
2000-01-03 14:45:00,676,437,1071,25.0
2000-01-03 14:46:00,847,451,849,25.0
2000-01-03 14:47:00,545,437,919,25.0
2000-01-03 14:48:00,677,802,744,25.0
2000-01-03 14:49:00,81,121,138,25.0
2000-01-03 14:50:00,365,855,588,25.0
2000-01-03 14:51:00,1604,724,1827,25.0
2000-01-03 14:52:00,809,756,884,25.0
2000-01-03 14:53:00,610,470,870,25.0
2000-01-03 14:54:00,853,573,817,25.0
2000-01-03 14:55:00,165,132,204,25.0
2000-01-03 14:56:00,562,652,952,25.0
2000-01-03 14:57:00,441,750,898,25.0
2000-01-03 14:58:00,1496,1130,2612,25.0
2000-01-03 14:59:00,1042,773,874,25.0
2000-01-03 15:00:00,533,767,1279,25.0
2000-01-03 15:01:00,185,126,167,25.0
2000-01-03 15:02:00,703,557,1198,25.0
2000-01-03 15:03:00,844,518,1021,25.0
2000-01-03 15:04:00,585,625,1027,25.0
2000-01-03 15:05:00,86,100,141,25.0
2000-01-03 15:06:00,1466,1796,1635,25.0
2000-01-03 15:07:00,753,1640,1210,25.0
2000-01-03 15:08:00,780,520,1140,25.0
2000-01-03 15:09:00,702,640,685,25.0
2000-01-03 15:10:00,611,749,748,25.0
2000-01-03 15:11:00,182,107,198,25.0
2000-01-03 15:12:00,756,278,972,25.0
2000-01-03 15:13:00,1158,1540,1236,25.0
2000-01-03 15:14:00,880,890,825,25.0
2000-01-03 15:15:00,559,832,815,25.0
2000-01-03 15:16:00,161,197,241,25.0
2000-01-03 15:17:00,638,663,1115,25.0
2000-01-03 15:18:00,668,638,777,25.0
2000-01-03 15:19:00,96,181,181,25.0
2000-01-03 15:20:00,485,691,673,25.0
2000-01-03 15:21:00,181,112,213,25.0
2000-01-03 15:22:00,644,701,964,25.0
2000-01-03 15:23:00,705,907,717,25.0
2000-01-03 15:24:00,829,373,1175,25.0
2000-01-03 15:25:00,527,809,659,25.0
2000-01-03 15:26:00,711,650,861,25.0
2000-01-03 15:27:00,489,712,960,25.0
2000-01-03 15:28:00,967,796,771,25.0
2000-01-03 15:29:00,303,289,430,25.0
2000-01-03 15:30:00,162,160,154,25.0
2000-01-03 15:31:00,466,760,679,25.0
2000-01-03 15:32:00,601,849,711,25.0
2000-01-03 15:33:00,894,674,915,25.0
2000-01-03 15:34:00,137,190,201,25.0
2000-01-03 15:35:00,115,63,164,25.0
2000-01-03 15:36:00,501,577,854,25.0
2000-01-03 15:37:00,484,716,926,25.0
2000-01-03 15:38:00,164,137,168,25.0
2000-01-03 15:39:00,624,478,999,25.0
2000-01-03 15:40:00,131,119,134,25.0
2000-01-03 15:41:00,172,212,176,25.0
2000-01-03 15:42:00,656,677,931,25.0
2000-01-03 15:43:00,1025,1834,1287,25.0
2000-01-03 15:44:00,235,329,516,25.0
2000-01-03 15:45:00,454,848,564,25.0
2000-01-03 15:46:00,849,829,760,25.0
2000-01-03 15:47:00,1092,1949,1508,25.0
2000-01-03 15:48:00,713,484,1068,25.0
2000-01-03 15:49:00,673,680,607,25.0
2000-01-03 15:50:00,1038,332,1314,25.0
2000-01-03 15:51:00,754,440,1177,25.0
2000-01-03 15:52:00,935,428,1066,25.0
2000-01-03 15:53:00,82,58,98,25.0
2000-01-03 15:54:00,515,553,939,25.0
2000-01-03 15:55:00,784,508,1162,25.0
2000-01-03 15:56:00,129,196,196,25.0
2000-01-03 15:57:00,611,630,1093,25.0
2000-01-03 15:58:00,868,384,1031,25.0
2000-01-03 15:59:00,251,384,279,25.0
2000-01-03 16:00:00,150,63,171,25.0
2000-01-03 16:01:00,457,859,834,25.0
2000-01-03 16:02:00,716,766,770,25.0
2000-01-03 16:03:00,569,585,930,25.0
2000-01-03 16:04:00,887,297,1128,25.0
2000-01-03 16:05:00,851,920,818,25.0
2000-01-03 16:06:00,826,626,917,25.0
2000-01-03 16:07:00,740,505,1136,25.0
2000-01-03 16:08:00,671,568,823,25.0
2000-01-03 16:09:00,980,1871,1280,25.0
2000-01-03 16:10:00,657,1113,824,25.0
2000-01-03 16:11:00,1098,1122,1612,25.0
2000-01-03 16:12:00,690,667,665,25.0
2000-01-03 16:13:00,479,501,877,25.0
2000-01-03 16:14:00,570,978,751,25.0
2000-01-03 16:15:00,783,634,1041,25.0
2000-01-03 16:16:00,573,339,854,25.0
2000-01-03 16:17:00,604,1081,755,25.0
2000-01-03 16:18:00,337,297,323,25.0
2000-01-03 16:19:00,632,971,835,25.0
2000-01-03 16:20:00,747,613,1158,25.0
2000-01-03 16:21:00,144,215,279,25.0
2000-01-03 16:22:00,583,993,1150,25.0
2000-01-03 16:23:00,87,43,114,25.0
2000-01-03 16:24:00,810,499,967,25.0
2000-01-03 16:25:00,571,868,933,25.0
2000-01-03 16:26:00,120,59,169,25.0
2000-01-03 16:27:00,662,939,830,25.0
2000-01-03 16:28:00,574,745,882,25.0
2000-01-03 16:29:00,673,909,703,25.0
2000-01-03 16:30:00,830,425,967,25.0
2000-01-03 16:31:00,673,870,772,25.0
2000-01-03 16:32:00,697,566,628,25.0
2000-01-03 16:33:00,1036,528,1050,25.0
2000-01-03 16:34:00,699,905,873,25.0
2000-01-03 16:35:00,567,648,693,25.0
2000-01-03 16:36:00,777,486,1050,25.0
2000-01-03 16:37:00,1001,614,891,25.0
2000-01-03 16:38:00,813,648,1049,25.0
2000-01-03 16:39:00,124,85,164,25.0
2000-01-03 16:40:00,590,1036,788,25.0
2000-01-03 16:41:00,438,838,618,25.0
2000-01-03 16:42:00,684,333,774,25.0
2000-01-03 16:43:00,494,753,725,25.0
2000-01-03 16:44:00,824,280,1092,25.0
2000-01-03 16:45:00,717,347,1040,25.0
2000-01-03 16:46:00,675,937,802,25.0
2000-01-03 16:47:00,656,834,678,25.0
2000-01-03 16:48:00,579,424,752,25.0
2000-01-03 16:49:00,460,684,1013,25.0
2000-01-03 16:50:00,809,617,1141,25.0
2000-01-03 16:51:00,749,432,1162,25.0
2000-01-03 16:52:00,709,799,947,25.0
2000-01-03 16:53:00,736,714,742,25.0
2000-01-03 16:54:00,963,798,908,25.0
2000-01-03 16:55:00,165,202,228,25.0
2000-01-03 16:56:00,743,762,962,25.0
2000-01-03 16:57:00,628,709,908,25.0
2000-01-03 16:58:00,188,238,230,25.0
2000-01-03 16:59:00,1306,637,1668,25.0
2000-01-03 17:00:00,677,826,888,25.0
2000-01-03 17:01:00,476,949,803,25.0
2000-01-03 17:02:00,535,963,840,25.0
2000-01-03 17:03:00,698,720,888,25.0
2000-01-03 17:04:00,727,379,995,25.0
2000-01-03 17:05:00,928,606,862,25.0
2000-01-03 17:06:00,528,862,860,25.0
2000-01-03 17:07:00,834,544,725,25.0
2000-01-03 17:08:00,630,612,647,25.0
2000-01-03 17:09:00,1403,778,1574,25.0
2000-01-03 17:10:00,543,946,864,25.0
2000-01-03 17:11:00,599,536,828,25.0
2000-01-03 17:12:00,744,629,826,25.0
2000-01-03 17:13:00,604,989,692,25.0
2000-01-03 17:14:00,125,65,165,25.0
2000-01-03 17:15:00,722,749,631,25.0
2000-01-03 17:16:00,122,96,102,25.0
2000-01-03 17:17:00,194,106,219,25.0
2000-01-03 17:18:00,344,319,506,25.0
2000-01-03 17:19:00,432,720,874,25.0
2000-01-03 17:20:00,701,492,1109,25.0
2000-01-03 17:21:00,155,121,232,25.0
2000-01-03 17:22:00,775,816,877,25.0
2000-01-03 17:23:00,733,814,683,25.0
2000-01-03 17:24:00,605,818,1171,25.0
2000-01-03 17:25:00,137,316,232,25.0
2000-01-03 17:26:00,676,494,888,25.0
2000-01-03 17:27:00,501,740,1056,25.0
2000-01-03 17:28:00,625,892,745,25.0
2000-01-03 17:29:00,903,341,1091,25.0
2000-01-03 17:30:00,141,173,165,25.0
2000-01-03 17:31:00,877,1107,996,25.0
2000-01-03 17:32:00,786,538,831,25.0
2000-01-03 17:33:00,460,788,932,25.0
2000-01-03 17:34:00,391,630,804,25.0
2000-01-03 17:35:00,661,661,753,25.0
2000-01-03 17:36:00,771,1066,818,25.0
2000-01-03 17:37:00,151,148,171,25.0
2000-01-03 17:38:00,471,688,858,25.0
2000-01-03 17:39:00,605,632,860,25.0
2000-01-03 17:40:00,407,689,671,25.0
2000-01-03 17:41:00,87,63,112,25.0
2000-01-03 17:42:00,861,1342,1527,25.0
2000-01-03 17:43:00,446,657,927,25.0
2000-01-03 17:44:00,588,538,849,25.0
2000-01-03 17:45:00,400,603,906,25.0
2000-01-03 17:46:00,744,860,788,25.0
2000-01-03 17:47:00,676,371,705,25.0
2000-01-03 17:48:00,426,814,795,25.0
2000-01-03 17:49:00,636,656,801,25.0
2000-01-03 17:50:00,648,936,809,25.0
2000-01-03 17:51:00,124,52,151,25.0
2000-01-03 17:52:00,740,523,939,25.0
2000-01-03 17:53:00,180,159,222,25.0
2000-01-03 17:54:00,591,902,667,25.0
2000-01-03 17:55:00,83,68,69,25.0
2000-01-03 17:56:00,709,288,980,25.0
2000-01-03 17:57:00,232,141,227,25.0
2000-01-03 17:58:00,735,757,1065,25.0
2000-01-03 17:59:00,1622,1064,1424,25.0
2000-01-03 18:00:00,647,709,840,25.0
2000-01-03 18:01:00,726,276,994,25.0
2000-01-03 18:02:00,128,75,193,25.0
2000-01-03 18:03:00,723,375,836,25.0
2000-01-03 18:04:00,660,463,814,25.0
2000-01-03 18:05:00,796,418,816,25.0
2000-01-03 18:06:00,585,770,783,25.0
2000-01-03 18:07:00,445,463,904,25.0
2000-01-03 18:08:00,678,551,854,25.0
2000-01-03 18:09:00,480,787,1077,25.0
2000-01-03 18:10:00,638,644,1014,25.0
2000-01-03 18:11:00,631,565,847,25.0
2000-01-03 18:12:00,535,698,1165,25.0
2000-01-03 18:13:00,866,299,1118,25.0
2000-01-03 18:14:00,217,132,194,25.0
2000-01-03 18:15:00,628,741,752,25.0
2000-01-03 18:16:00,862,474,1045,25.0
2000-01-03 18:17:00,1287,1804,1489,25.0
2000-01-03 18:18:00,818,577,719,25.0
2000-01-03 18:19:00,766,572,1093,25.0
2000-01-03 18:20:00,796,896,862,25.0
2000-01-03 18:21:00,540,419,951,25.0
2000-01-03 18:22:00,1830,1426,1797,25.0
2000-01-03 18:23:00,337,348,359,25.0
2000-01-03 18:24:00,974,1481,1535,25.0
