------------ Data Table File Created By ActiGraph wGT3XBT ActiLife v6.13.4 Firmware v1.9.2 date format M/d/yyyy Filter Normal -----------
Serial Number: DEMO12345678
Start Time 00:00:00
Start Date 1/1/2000
Epoch Period (hh:mm:ss) 00:01:00
Download Time 12:00:00
Download Date 1/10/2000
Current Memory Address: 0
Current Battery Voltage: 4.18     Mode = 61
--------------------------------------------------
Date,Time,Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude
1/4/2000,02:29:00,21,5,8,0,0,0,0,0,60,22.72
1/4/2000,02:30:00,26,7,7,0,0,0,0,0,60,27.48
1/4/2000,02:31:00,52,12,17,0,0,0,0,0,60,56.01
1/4/2000,02:32:00,41,13,12,0,0,0,0,0,60,45.01
1/4/2000,02:33:00,29,6,10,0,0,0,0,0,60,31.00
1/4/2000,02:34:00,17,8,5,0,0,0,0,0,60,19.36
1/4/2000,02:35:00,14,2,4,0,0,0,0,0,60,14.78
1/4/2000,02:36:00,95,27,34,0,0,0,0,0,60,104.14
1/4/2000,02:37:00,29,7,14,0,0,0,0,0,60,33.07
1/4/2000,02:38:00,49,18,0,0,0,0,0,0,60,52.36
1/4/2000,02:39:00,57,16,0,0,0,0,0,0,60,58.88
1/4/2000,02:40:00,58,17,20,0,0,0,0,0,60,63.40
1/4/2000,02:41:00,45,18,0,0,0,0,0,0,60,48.86
1/4/2000,02:42:00,61,28,8,0,0,0,0,0,60,67.44
1/4/2000,02:43:00,29,8,8,0,0,0,0,0,60,31.52
1/4/2000,02:44:00,12,4,2,0,0,0,0,0,60,13.45
1/4/2000,02:45:00,22,8,5,0,0,0,0,0,60,24.05
1/4/2000,02:46:00,52,8,14,0,0,0,0,0,60,54.64
1/4/2000,02:47:00,35,10,0,0,0,0,0,0,60,36.34
1/4/2000,02:48:00,229,99,24,0,0,0,0,0,60,250.75
1/4/2000,02:49:00,55,17,6,0,0,0,0,0,60,57.52
1/4/2000,02:50:00,12,3,9,0,0,0,0,0,60,14.98
1/4/2000,02:51:00,58,16,24,0,0,0,0,0,60,65.09
1/4/2000,02:52:00,39,14,21,0,0,0,0,0,60,46.53
1/4/2000,02:53:00,40,11,17,0,0,0,0,0,60,44.89
1/4/2000,02:54:00,20,4,11,0,0,0,0,0,60,22.79
1/4/2000,02:55:00,12,3,4,0,0,0,0,0,60,12.60
1/4/2000,02:56:00,31,11,2,0,0,0,0,0,60,32.86
1/4/2000,02:57:00,29,7,8,0,0,0,0,0,60,31.00
1/4/2000,02:58:00,32,8,1,0,0,0,0,0,60,33.14
1/4/2000,02:59:00,17,6,0,0,0,0,0,0,60,18.28
1/4/2000,03:00:00,39,15,18,0,0,0,0,0,60,45.36
1/4/2000,03:01:00,8,3,4,0,0,0,0,0,60,9.55
1/4/2000,03:02:00,52,19,0,0,0,0,0,0,60,55.72
1/4/2000,03:03:00,19,3,2,0,0,0,0,0,60,19.15
1/4/2000,03:04:00,29,13,2,0,0,0,0,0,60,31.54
1/4/2000,03:05:00,25,4,3,0,0,0,0,0,60,25.90
1/4/2000,03:06:00,26,11,0,0,0,0,0,0,60,27.65
1/4/2000,03:07:00,14,6,2,0,0,0,0,0,60,14.87
1/4/2000,03:08:00,77,24,47,0,0,0,0,0,60,93.28
1/4/2000,03:09:00,26,12,11,0,0,0,0,0,60,30.30
1/4/2000,03:10:00,22,5,4,0,0,0,0,0,60,22.86
1/4/2000,03:11:00,25,4,13,0,0,0,0,0,60,28.80
1/4/2000,03:12:00,36,11,0,0,0,0,0,0,60,37.87
1/4/2000,03:13:00,51,22,14,0,0,0,0,0,60,57.45
1/4/2000,03:14:00,24,10,5,0,0,0,0,0,60,26.63
1/4/2000,03:15:00,13,5,5,0,0,0,0,0,60,14.87
1/4/2000,03:16:00,55,17,34,0,0,0,0,0,60,66.68
1/4/2000,03:17:00,11,4,6,0,0,0,0,0,60,12.52
1/4/2000,03:18:00,20,4,14,0,0,0,0,0,60,24.62
1/4/2000,03:19:00,50,9,12,0,0,0,0,0,60,52.45
1/4/2000,03:20:00,52,20,0,0,0,0,0,0,60,56.18
1/4/2000,03:21:00,41,19,14,0,0,0,0,0,60,47.87
1/4/2000,03:22:00,52,20,24,0,0,0,0,0,60,61.00
1/4/2000,03:23:00,44,16,2,0,0,0,0,0,60,47.10
1/4/2000,03:24:00,42,12,9,0,0,0,0,0,60,44.13
1/4/2000,03:25:00,317,94,0,0,0,0,0,0,60,330.89
1/4/2000,03:26:00,52,10,18,0,0,0,0,0,60,56.12
1/4/2000,03:27:00,49,15,26,0,0,0,0,0,60,56.93
1/4/2000,03:28:00,21,10,10,0,0,0,0,0,60,25.00
1/4/2000,03:29:00,41,7,9,0,0,0,0,0,60,42.29
1/4/2000,03:30:00,103,52,47,0,0,0,0,0,60,124.96
1/4/2000,03:31:00,44,12,17,0,0,0,0,0,60,48.94
1/4/2000,03:32:00,34,11,3,0,0,0,0,0,60,35.96
1/4/2000,03:33:00,219,65,3,0,0,0,0,0,60,228.36
1/4/2000,03:34:00,22,5,13,0,0,0,0,0,60,25.96
1/4/2000,03:35:00,29,6,4,0,0,0,0,0,60,29.72
1/4/2000,03:36:00,35,15,5,0,0,0,0,0,60,38.71
1/4/2000,03:37:00,22,9,2,0,0,0,0,0,60,24.06
1/4/2000,03:38:00,17,3,7,0,0,0,0,0,60,19.01
1/4/2000,03:39:00,21,7,5,0,0,0,0,0,60,22.84
1/4/2000,03:40:00,47,14,3,0,0,0,0,0,60,48.99
1/4/2000,03:41:00,21,6,1,0,0,0,0,0,60,21.55
1/4/2000,03:42:00,97,42,6,0,0,0,0,0,60,106.28
1/4/2000,03:43:00,40,8,7,0,0,0,0,0,60,40.91
1/4/2000,03:44:00,75,25,32,0,0,0,0,0,60,85.24
1/4/2000,03:45:00,45,10,2,0,0,0,0,0,60,45.79
1/4/2000,03:46:00,44,12,5,0,0,0,0,0,60,45.84
1/4/2000,03:47:00,46,19,6,0,0,0,0,0,60,50.37
1/4/2000,03:48:00,33,13,9,0,0,0,0,0,60,36.95
1/4/2000,03:49:00,25,10,1,0,0,0,0,0,60,26.96
1/4/2000,03:50:00,37,9,18,0,0,0,0,0,60,41.97
1/4/2000,03:51:00,30,7,8,0,0,0,0,0,60,31.53
1/4/2000,03:52:00,66,19,10,0,0,0,0,0,60,69.44
1/4/2000,03:53:00,39,11,8,0,0,0,0,0,60,41.33
1/4/2000,03:54:00,26,6,6,0,0,0,0,0,60,27.12
1/4/2000,03:55:00,22,5,2,0,0,0,0,0,60,23.04
1/4/2000,03:56:00,19,8,1,0,0,0,0,0,60,20.13
1/4/2000,03:57:00,44,11,14,0,0,0,0,0,60,47.83
1/4/2000,03:58:00,13,4,4,0,0,0,0,0,60,14.50
1/4/2000,03:59:00,12,3,6,0,0,0,0,0,60,14.15
1/4/2000,04:00:00,42,15,1,0,0,0,0,0,60,44.87
1/4/2000,04:01:00,20,7,5,0,0,0,0,0,60,21.26
1/4/2000,04:02:00,12,7,4,0,0,0,0,0,60,14.02
1/4/2000,04:03:00,29,7,3,0,0,0,0,0,60,30.06
1/4/2000,04:04:00,48,9,12,0,0,0,0,0,60,50.19
1/4/2000,04:05:00,27,10,4,0,0,0,0,0,60,28.86
1/4/2000,04:06:00,19,6,5,0,0,0,0,0,60,20.67
1/4/2000,04:07:00,39,6,11,0,0,0,0,0,60,41.18
1/4/2000,04:08:00,10,2,7,0,0,0,0,0,60,12.42
1/4/2000,04:09:00,40,10,3,0,0,0,0,0,60,41.24
1/4/2000,04:10:00,11,4,2,0,0,0,0,0,60,11.81
1/4/2000,04:11:00,19,3,8,0,0,0,0,0,60,20.69
1/4/2000,04:12:00,27,7,5,0,0,0,0,0,60,27.96
1/4/2000,04:13:00,51,9,19,0,0,0,0,0,60,55.44
1/4/2000,04:14:00,32,7,4,0,0,0,0,0,60,32.53
1/4/2000,04:15:00,38,14,1,0,0,0,0,0,60,40.77
1/4/2000,04:16:00,28,10,1,0,0,0,0,0,60,29.91
1/4/2000,04:17:00,34,13,0,0,0,0,0,0,60,36.25
1/4/2000,04:18:00,77,32,7,0,0,0,0,0,60,83.78
1/4/2000,04:19:00,43,8,14,0,0,0,0,0,60,46.36
1/4/2000,04:20:00,28,6,2,0,0,0,0,0,60,28.24
1/4/2000,04:21:00,30,9,9,0,0,0,0,0,60,32.47
1/4/2000,04:22:00,65,10,12,0,0,0,0,0,60,66.74
1/4/2000,04:23:00,46,17,23,0,0,0,0,0,60,53.96
1/4/2000,04:24:00,32,11,4,0,0,0,0,0,60,33.85
1/4/2000,04:25:00,12,3,7,0,0,0,0,0,60,14.22
1/4/2000,04:26:00,41,12,4,0,0,0,0,0,60,42.92
1/4/2000,04:27:00,45,13,13,0,0,0,0,0,60,49.01
1/4/2000,04:28:00,28,7,8,0,0,0,0,0,60,29.78
1/4/2000,04:29:00,23,7,2,0,0,0,0,0,60,24.43
1/4/2000,04:30:00,27,8,10,0,0,0,0,0,60,29.80
1/4/2000,04:31:00,111,23,15,0,0,0,0,0,60,114.66
1/4/2000,04:32:00,99,30,0,0,0,0,0,0,60,103.48
1/4/2000,04:33:00,28,8,5,0,0,0,0,0,60,29.59
1/4/2000,04:34:00,46,14,3,0,0,0,0,0,60,47.88
1/4/2000,04:35:00,19,7,2,0,0,0,0,0,60,20.44
1/4/2000,04:36:00,31,10,8,0,0,0,0,0,60,33.92
1/4/2000,04:37:00,32,11,3,0,0,0,0,0,60,33.68
1/4/2000,04:38:00,38,9,3,0,0,0,0,0,60,38.80
1/4/2000,04:39:00,18,5,1,0,0,0,0,0,60,19.14
1/4/2000,04:40:00,234,85,0,0,0,0,0,0,60,248.83
1/4/2000,04:41:00,30,10,9,0,0,0,0,0,60,32.46
1/4/2000,04:42:00,48,13,2,0,0,0,0,0,60,49.49
1/4/2000,04:43:00,71,17,39,0,0,0,0,0,60,82.35
1/4/2000,04:44:00,14,4,2,0,0,0,0,0,60,14.54
1/4/2000,04:45:00,27,11,0,0,0,0,0,0,60,29.22
1/4/2000,04:46:00,34,10,0,0,0,0,0,0,60,35.09
1/4/2000,04:47:00,27,8,13,0,0,0,0,0,60,31.10
1/4/2000,04:48:00,47,12,0,0,0,0,0,0,60,48.58
1/4/2000,04:49:00,43,9,15,0,0,0,0,0,60,46.39
1/4/2000,04:50:00,41,16,11,0,0,0,0,0,60,45.30
1/4/2000,04:51:00,42,17,0,0,0,0,0,0,60,44.85
1/4/2000,04:52:00,22,9,12,0,0,0,0,0,60,26.33
1/4/2000,04:53:00,37,7,18,0,0,0,0,0,60,41.18
1/4/2000,04:54:00,46,20,10,0,0,0,0,0,60,50.59
1/4/2000,04:55:00,21,6,4,0,0,0,0,0,60,21.80
1/4/2000,04:56:00,40,19,5,0,0,0,0,0,60,44.08
1/4/2000,04:57:00,23,6,6,0,0,0,0,0,60,24.93
1/4/2000,04:58:00,33,8,9,0,0,0,0,0,60,34.60
1/4/2000,04:59:00,24,8,0,0,0,0,0,0,60,25.23
1/4/2000,05:00:00,38,16,2,0,0,0,0,0,60,40.87
1/4/2000,05:01:00,25,7,5,0,0,0,0,0,60,26.28
1/4/2000,05:02:00,18,7,4,0,0,0,0,0,60,19.83
1/4/2000,05:03:00,12,4,1,0,0,0,0,0,60,12.29
1/4/2000,05:04:00,26,7,1,0,0,0,0,0,60,27.31
1/4/2000,05:05:00,61,18,0,0,0,0,0,0,60,64.11
1/4/2000,05:06:00,17,5,0,0,0,0,0,0,60,18.08
1/4/2000,05:07:00,49,12,6,0,0,0,0,0,60,50.77
1/4/2000,05:08:00,82,15,14,0,0,0,0,0,60,84.61
1/4/2000,05:09:00,15,5,8,0,0,0,0,0,60,17.84
1/4/2000,05:10:00,79,31,9,0,0,0,0,0,60,84.88
1/4/2000,05:11:00,19,9,4,0,0,0,0,0,60,21.46
1/4/2000,05:12:00,51,13,10,0,0,0,0,0,60,53.86
1/4/2000,05:13:00,33,7,4,0,0,0,0,0,60,33.49
1/4/2000,05:14:00,36,9,15,0,0,0,0,0,60,40.16
1/4/2000,05:15:00,55,10,13,0,0,0,0,0,60,57.03
1/4/2000,05:16:00,36,17,4,0,0,0,0,0,60,40.09
1/4/2000,05:17:00,34,7,5,0,0,0,0,0,60,34.79
1/4/2000,05:18:00,27,5,18,0,0,0,0,0,60,32.63
1/4/2000,05:19:00,19,4,14,0,0,0,0,0,60,24.18
1/4/2000,05:20:00,22,5,9,0,0,0,0,0,60,24.60
1/4/2000,05:21:00,31,15,7,0,0,0,0,0,60,35.15
1/4/2000,05:22:00,14,4,2,0,0,0,0,0,60,14.96
1/4/2000,05:23:00,15,6,3,0,0,0,0,0,60,16.39
1/4/2000,05:24:00,29,5,7,0,0,0,0,0,60,30.00
1/4/2000,05:25:00,5,2,3,0,0,0,0,0,60,5.63
1/4/2000,05:26:00,182,35,27,0,0,0,0,0,60,187.43
1/4/2000,05:27:00,59,15,20,0,0,0,0,0,60,64.55
1/4/2000,05:28:00,262,87,17,0,0,0,0,0,60,276.70
1/4/2000,05:29:00,19,6,0,0,0,0,0,0,60,19.98
1/4/2000,05:30:00,194,61,12,0,0,0,0,0,60,203.97
1/4/2000,05:31:00,31,9,0,0,0,0,0,0,60,32.11
1/4/2000,05:32:00,34,18,13,0,0,0,0,0,60,40.23
1/4/2000,05:33:00,35,11,6,0,0,0,0,0,60,37.40
1/4/2000,05:34:00,26,8,14,0,0,0,0,0,60,30.81
1/4/2000,05:35:00,18,4,7,0,0,0,0,0,60,20.00
1/4/2000,05:36:00,23,7,2,0,0,0,0,0,60,23.58
1/4/2000,05:37:00,25,14,11,0,0,0,0,0,60,31.15
1/4/2000,05:38:00,49,12,19,0,0,0,0,0,60,53.86
1/4/2000,05:39:00,34,6,10,0,0,0,0,0,60,36.33
1/4/2000,05:40:00,26,5,12,0,0,0,0,0,60,29.23
1/4/2000,05:41:00,26,5,13,0,0,0,0,0,60,29.72
1/4/2000,05:42:00,26,9,5,0,0,0,0,0,60,27.74
1/4/2000,05:43:00,234,59,16,0,0,0,0,0,60,241.56
1/4/2000,05:44:00,35,7,7,0,0,0,0,0,60,36.50
1/4/2000,05:45:00,30,6,3,0,0,0,0,0,60,30.35
1/4/2000,05:46:00,16,6,6,0,0,0,0,0,60,18.37
1/4/2000,05:47:00,33,8,12,0,0,0,0,0,60,36.17
1/4/2000,05:48:00,47,20,7,0,0,0,0,0,60,51.89
1/4/2000,05:49:00,27,8,13,0,0,0,0,0,60,30.61
1/4/2000,05:50:00,34,10,1,0,0,0,0,0,60,35.46
1/4/2000,05:51:00,27,10,11,0,0,0,0,0,60,30.90
1/4/2000,05:52:00,20,8,5,0,0,0,0,0,60,22.52
1/4/2000,05:53:00,30,13,7,0,0,0,0,0,60,33.29
1/4/2000,05:54:00,20,6,13,0,0,0,0,0,60,24.93
1/4/2000,05:55:00,66,18,3,0,0,0,0,0,60,68.54
1/4/2000,05:56:00,74,13,11,0,0,0,0,0,60,75.98
1/4/2000,05:57:00,15,3,1,0,0,0,0,0,60,15.52
1/4/2000,05:58:00,57,11,23,0,0,0,0,0,60,62.98
1/4/2000,05:59:00,17,4,5,0,0,0,0,0,60,18.17
1/4/2000,06:00:00,29,9,9,0,0,0,0,0,60,31.99
1/4/2000,06:01:00,32,11,9,0,0,0,0,0,60,35.34
1/4/2000,06:02:00,27,10,2,0,0,0,0,0,60,28.88
1/4/2000,06:03:00,42,12,5,0,0,0,0,0,60,43.98
1/4/2000,06:04:00,25,9,7,0,0,0,0,0,60,27.03
1/4/2000,06:05:00,103,26,15,0,0,0,0,0,60,107.12
1/4/2000,06:06:00,25,4,9,0,0,0,0,0,60,27.03
1/4/2000,06:07:00,48,16,11,0,0,0,0,0,60,51.63
1/4/2000,06:08:00,30,12,3,0,0,0,0,0,60,32.40
1/4/2000,06:09:00,19,8,7,0,0,0,0,0,60,21.73
1/4/2000,06:10:00,39,21,14,0,0,0,0,0,60,46.49
1/4/2000,06:11:00,14,6,5,0,0,0,0,0,60,15.71
1/4/2000,06:12:00,33,14,11,0,0,0,0,0,60,37.75
1/4/2000,06:13:00,13,4,6,0,0,0,0,0,60,14.85
1/4/2000,06:14:00,53,13,26,0,0,0,0,0,60,60.60
1/4/2000,06:15:00,48,15,26,0,0,0,0,0,60,57.10
1/4/2000,06:16:00,36,6,11,0,0,0,0,0,60,37.87
1/4/2000,06:17:00,26,13,11,0,0,0,0,0,60,31.15
1/4/2000,06:18:00,57,13,6,0,0,0,0,0,60,58.40
1/4/2000,06:19:00,30,17,10,0,0,0,0,0,60,35.68
1/4/2000,06:20:00,40,11,29,0,0,0,0,0,60,50.90
1/4/2000,06:21:00,31,7,4,0,0,0,0,0,60,31.82
1/4/2000,06:22:00,78,17,4,0,0,0,0,0,60,79.88
1/4/2000,06:23:00,64,17,0,0,0,0,0,0,60,66.18
1/4/2000,06:24:00,43,7,12,0,0,0,0,0,60,45.40
1/4/2000,06:25:00,22,10,3,0,0,0,0,0,60,24.35
1/4/2000,06:26:00,84,31,0,0,0,0,0,0,60,89.89
1/4/2000,06:27:00,64,20,15,0,0,0,0,0,60,68.69
1/4/2000,06:28:00,24,11,8,0,0,0,0,0,60,27.21
1/4/2000,06:29:00,50,24,17,0,0,0,0,0,60,57.96
1/4/2000,06:30:00,28,9,11,0,0,0,0,0,60,30.80
1/4/2000,06:31:00,13,4,3,0,0,0,0,0,60,13.70
1/4/2000,06:32:00,16,3,4,0,0,0,0,0,60,16.24
1/4/2000,06:33:00,335,92,40,0,0,0,0,0,60,349.30
1/4/2000,06:34:00,16,8,6,0,0,0,0,0,60,19.15
1/4/2000,06:35:00,21,9,6,0,0,0,0,0,60,23.80
1/4/2000,06:36:00,51,14,8,0,0,0,0,0,60,53.15
1/4/2000,06:37:00,12,2,3,0,0,0,0,0,60,12.63
1/4/2000,06:38:00,38,16,3,0,0,0,0,0,60,41.04
1/4/2000,06:39:00,86,26,0,0,0,0,0,0,60,89.83
1/4/2000,06:40:00,19,8,3,0,0,0,0,0,60,20.58
1/4/2000,06:41:00,43,10,26,0,0,0,0,0,60,51.54
1/4/2000,06:42:00,30,12,8,0,0,0,0,0,60,32.82
1/4/2000,06:43:00,31,7,22,0,0,0,0,0,60,38.76
1/4/2000,06:44:00,28,5,10,0,0,0,0,0,60,30.06
1/4/2000,06:45:00,30,16,13,0,0,0,0,0,60,36.07
1/4/2000,06:46:00,10,4,3,0,0,0,0,0,60,11.29
1/4/2000,06:47:00,160,56,70,0,0,0,0,0,60,183.28
1/4/2000,06:48:00,26,12,4,0,0,0,0,0,60,28.90
1/4/2000,06:49:00,32,11,17,0,0,0,0,0,60,37.73
1/4/2000,06:50:00,16,4,8,0,0,0,0,0,60,17.90
1/4/2000,06:51:00,12,4,0,0,0,0,0,0,60,12.85
1/4/2000,06:52:00,14,3,4,0,0,0,0,0,60,14.59
1/4/2000,06:53:00,15,5,2,0,0,0,0,0,60,16.29
1/4/2000,06:54:00,18,6,0,0,0,0,0,0,60,19.18
1/4/2000,06:55:00,41,17,7,0,0,0,0,0,60,44.36
1/4/2000,06:56:00,24,7,12,0,0,0,0,0,60,27.96
1/4/2000,06:57:00,45,12,2,0,0,0,0,0,60,47.00
1/4/2000,06:58:00,25,10,6,0,0,0,0,0,60,27.90
1/4/2000,06:59:00,82,26,12,0,0,0,0,0,60,87.02
1/4/2000,07:00:00,161,287,423,8,1412,0,30,20,10,536.30
1/4/2000,07:01:00,364,155,234,7,202,0,30,20,10,459.72
1/4/2000,07:02:00,25,28,42,0,1078,0,30,20,10,56.54
1/4/2000,07:03:00,151,249,335,7,383,0,30,20,10,443.73
1/4/2000,07:04:00,386,172,276,8,944,0,30,20,10,504.79
1/4/2000,07:05:00,45,78,116,2,220,0,30,20,10,147.19
1/4/2000,07:06:00,322,189,251,7,1555,0,30,20,10,450.17
1/4/2000,07:07:00,240,227,435,9,1874,0,30,20,10,545.65
1/4/2000,07:08:00,150,339,413,9,1398,0,30,20,10,555.46
1/4/2000,07:09:00,357,243,314,9,1180,0,30,20,10,533.86
1/4/2000,07:10:00,273,207,410,8,1278,0,30,20,10,534.57
1/4/2000,07:11:00,182,262,367,8,1501,0,30,20,10,486.37
1/4/2000,07:12:00,159,313,398,8,268,0,30,20,10,530.48
1/4/2000,07:13:00,302,341,321,9,434,0,30,20,10,557.57
1/4/2000,07:14:00,238,253,411,9,121,0,30,20,10,537.70
1/4/2000,07:15:00,31,22,52,1,715,0,30,20,10,64.62
1/4/2000,07:16:00,188,312,449,9,716,0,30,20,10,578.01
1/4/2000,07:17:00,388,255,369,10,207,0,30,20,10,593.24
1/4/2000,07:18:00,363,235,448,10,1368,0,30,20,10,622.65
1/4/2000,07:19:00,25,62,84,1,648,0,30,20,10,107.04
1/4/2000,07:20:00,265,385,334,9,1500,0,30,20,10,574.37
1/4/2000,07:21:00,191,293,392,8,1871,0,30,20,10,525.51
1/4/2000,07:22:00,310,286,350,9,1242,0,30,20,10,548.31
1/4/2000,07:23:00,311,217,460,9,553,0,30,20,10,596.23
1/4/2000,07:24:00,365,254,328,9,1388,0,30,20,10,551.87
1/4/2000,07:25:00,1076,600,1047,27,466,0,30,20,10,1616.82
1/4/2000,07:26:00,70,85,93,2,1039,0,30,20,10,144.64
1/4/2000,07:27:00,447,324,451,12,248,0,30,20,10,712.90
1/4/2000,07:28:00,249,310,483,10,283,0,30,20,10,625.82
1/4/2000,07:29:00,333,340,462,11,1746,0,30,20,10,663.42
1/4/2000,07:30:00,360,200,308,8,1426,0,30,20,10,514.43
1/4/2000,07:31:00,226,272,477,9,245,0,30,20,10,594.35
1/4/2000,07:32:00,537,339,408,12,1145,0,30,20,10,755.32
1/4/2000,07:33:00,68,77,98,2,1829,0,30,20,10,142.43
1/4/2000,07:34:00,414,403,357,11,557,0,30,20,10,679.68
1/4/2000,07:35:00,184,586,746,15,240,0,30,20,10,966.06
1/4/2000,07:36:00,271,268,482,10,1116,0,30,20,10,614.46
1/4/2000,07:37:00,276,378,398,10,455,0,30,20,10,614.93
1/4/2000,07:38:00,397,516,490,14,981,0,30,20,10,814.63
1/4/2000,07:39:00,381,259,565,12,1471,0,30,20,10,728.53
1/4/2000,07:40:00,594,315,484,13,1889,0,30,20,10,828.72
1/4/2000,07:41:00,286,301,559,11,692,0,30,20,10,696.30
1/4/2000,07:42:00,278,454,628,13,960,0,30,20,10,823.12
1/4/2000,07:43:00,628,334,443,14,541,0,30,20,10,838.10
1/4/2000,07:44:00,297,407,574,12,323,0,30,20,10,764.08
1/4/2000,07:45:00,1859,829,1260,39,543,0,30,20,10,2394.05
1/4/2000,07:46:00,370,373,501,12,301,0,30,20,10,725.70
1/4/2000,07:47:00,512,286,486,12,597,0,30,20,10,761.97
1/4/2000,07:48:00,120,123,159,4,821,0,30,20,10,233.93
1/4/2000,07:49:00,297,649,683,16,1385,0,30,20,10,987.65
1/4/2000,07:50:00,754,1120,1310,31,878,0,30,20,10,1881.36
1/4/2000,07:51:00,422,534,414,13,1563,0,30,20,10,796.86
1/4/2000,07:52:00,408,396,383,11,1871,0,30,20,10,685.14
1/4/2000,07:53:00,626,362,506,14,960,0,30,20,10,882.63
1/4/2000,07:54:00,221,571,664,14,554,0,30,20,10,903.27
1/4/2000,07:55:00,747,1024,1462,32,1266,0,30,20,10,1935.06
1/4/2000,07:56:00,606,416,598,16,1223,0,30,20,10,947.59
1/4/2000,07:57:00,1815,854,1454,41,990,0,30,20,10,2476.93
1/4/2000,07:58:00,368,380,673,14,1106,0,30,20,10,856.04
1/4/2000,07:59:00,94,74,106,2,1344,0,30,20,10,159.87
1/4/2000,08:00:00,497,365,812,16,199,0,30,20,10,1019.28
1/4/2000,08:01:00,359,510,452,13,133,0,30,20,10,770.12
1/4/2000,08:02:00,422,565,620,16,538,0,30,20,10,938.82
1/4/2000,08:03:00,382,557,614,15,137,0,30,20,10,912.99
1/4/2000,08:04:00,522,579,522,16,1819,0,30,20,10,938.12
1/4/2000,08:05:00,410,537,657,16,125,0,30,20,10,942.57
1/4/2000,08:06:00,82,82,142,3,148,0,30,20,10,183.00
1/4/2000,08:07:00,395,650,585,16,1138,0,30,20,10,959.55
1/4/2000,08:08:00,695,483,819,19,1833,0,30,20,10,1177.91
1/4/2000,08:09:00,606,522,600,17,376,0,30,20,10,999.74
1/4/2000,08:10:00,492,443,792,17,1177,0,30,20,10,1031.88
1/4/2000,08:11:00,699,584,564,18,696,0,30,20,10,1070.95
1/4/2000,08:12:00,369,539,898,18,1562,0,30,20,10,1110.02
1/4/2000,08:13:00,370,749,789,19,945,0,30,20,10,1149.23
1/4/2000,08:14:00,419,597,747,17,835,0,30,20,10,1044.41
1/4/2000,08:15:00,102,153,214,4,214,0,30,20,10,282.68
1/4/2000,08:16:00,1157,797,1883,38,882,0,30,20,10,2349.52
1/4/2000,08:17:00,266,744,895,19,477,0,30,20,10,1193.85
1/4/2000,08:18:00,537,377,795,17,1157,0,30,20,10,1030.51
1/4/2000,08:19:00,320,796,999,21,124,0,30,20,10,1317.01
1/4/2000,08:20:00,308,671,834,18,545,0,30,20,10,1113.68
1/4/2000,08:21:00,494,744,863,21,1095,0,30,20,10,1241.84
1/4/2000,08:22:00,672,507,733,19,1070,0,30,20,10,1116.29
1/4/2000,08:23:00,437,697,789,19,1856,0,30,20,10,1139.66
1/4/2000,08:24:00,723,1477,2160,43,405,0,30,20,10,2714.29
1/4/2000,08:25:00,714,582,694,19,1046,0,30,20,10,1153.08
1/4/2000,08:26:00,399,329,346,10,1524,0,30,20,10,621.66
1/4/2000,08:27:00,450,771,907,21,1984,0,30,20,10,1272.80
1/4/2000,08:28:00,692,561,774,20,150,0,30,20,10,1179.82
1/4/2000,08:29:00,361,807,986,21,1262,0,30,20,10,1323.95
1/4/2000,08:30:00,667,476,974,21,745,0,30,20,10,1272.78
1/4/2000,08:31:00,494,635,857,19,1919,0,30,20,10,1175.20
1/4/2000,08:32:00,895,428,689,20,192,0,30,20,10,1208.02
1/4/2000,08:33:00,68,84,125,2,327,0,30,20,10,165.27
1/4/2000,08:34:00,35,113,146,2,1528,0,30,20,10,188.16
1/4/2000,08:35:00,525,534,790,18,1302,0,30,20,10,1088.35
1/4/2000,08:36:00,622,647,787,20,662,0,30,20,10,1193.70
1/4/2000,08:37:00,457,581,960,19,706,0,30,20,10,1211.45
1/4/2000,08:38:00,81,103,100,2,1662,0,30,20,10,164.91
1/4/2000,08:39:00,425,766,776,19,412,0,30,20,10,1170.28
1/4/2000,08:40:00,649,651,586,18,155,0,30,20,10,1090.27
1/4/2000,08:41:00,596,581,1119,22,1366,0,30,20,10,1394.97
1/4/2000,08:42:00,670,494,846,20,1346,0,30,20,10,1186.76
1/4/2000,08:43:00,304,805,906,20,691,0,30,20,10,1249.32
1/4/2000,08:44:00,1097,720,782,25,559,0,30,20,10,1527.07
1/4/2000,08:45:00,900,612,968,24,233,0,30,20,10,1456.56
1/4/2000,08:46:00,882,476,829,21,1813,0,30,20,10,1300.56
1/4/2000,08:47:00,1625,1298,1691,46,293,0,30,20,10,2680.10
1/4/2000,08:48:00,717,904,720,23,143,0,30,20,10,1360.44
1/4/2000,08:49:00,519,952,1065,25,875,0,30,20,10,1519.59
1/4/2000,08:50:00,527,767,1117,24,1141,0,30,20,10,1453.56
1/4/2000,08:51:00,1796,999,1721,45,209,0,30,20,10,2680.21
1/4/2000,08:52:00,567,1000,998,25,1667,0,30,20,10,1522.35
1/4/2000,08:53:00,569,849,807,22,1319,0,30,20,10,1302.55
1/4/2000,08:54:00,149,187,160,4,1005,0,30,20,10,287.40
1/4/2000,08:55:00,1020,530,969,25,174,0,30,20,10,1503.77
1/4/2000,08:56:00,598,922,850,23,1759,0,30,20,10,1389.33
