File Name:,DEMO_Actiwatch
Actiwatch Model:,Actiwatch 2
Serial Number:,DEMO_AW_001
Start Date:,1/1/2000
Start Time:,00:00:00
Subject Name:,DEMO-001

Date,Time,Activity,Marker,White Light,Sleep/Wake
1/2/2000,03:22:00,46.86,0,0,
1/2/2000,03:23:00,12.04,0,0,
1/2/2000,03:24:00,43.38,0,0,
1/2/2000,03:25:00,157.05,0,0,
1/2/2000,03:26:00,47.68,0,0,
1/2/2000,03:27:00,8.43,0,0,
1/2/2000,03:28:00,10.71,0,0,
1/2/2000,03:29:00,19.66,0,0,
1/2/2000,03:30:00,18.11,0,0,
1/2/2000,03:31:00,29.27,0,0,
1/2/2000,03:32:00,15.02,0,0,
1/2/2000,03:33:00,12.19,0,0,
1/2/2000,03:34:00,22.33,0,0,
1/2/2000,03:35:00,23.79,0,0,
1/2/2000,03:36:00,23.76,0,0,
1/2/2000,03:37:00,23.40,0,0,
1/2/2000,03:38:00,48.14,0,0,
1/2/2000,03:39:00,138.51,0,0,
1/2/2000,03:40:00,56.23,0,0,
1/2/2000,03:41:00,31.96,0,0,
1/2/2000,03:42:00,27.83,0,0,
1/2/2000,03:43:00,23.41,0,0,
1/2/2000,03:44:00,31.44,0,0,
1/2/2000,03:45:00,24.01,0,0,
1/2/2000,03:46:00,58.58,0,0,
1/2/2000,03:47:00,23.70,0,0,
1/2/2000,03:48:00,53.79,0,0,
1/2/2000,03:49:00,31.29,0,0,
1/2/2000,03:50:00,17.58,0,0,
1/2/2000,03:51:00,31.78,0,0,
1/2/2000,03:52:00,172.51,0,0,
1/2/2000,03:53:00,38.13,0,0,
1/2/2000,03:54:00,32.84,0,0,
1/2/2000,03:55:00,67.56,0,0,
1/2/2000,03:56:00,169.51,0,0,
1/2/2000,03:57:00,42.43,0,0,
1/2/2000,03:58:00,40.43,0,0,
1/2/2000,03:59:00,77.27,0,0,
1/2/2000,04:00:00,140.04,0,0,
1/2/2000,04:01:00,41.18,0,0,
1/2/2000,04:02:00,26.35,0,0,
1/2/2000,04:03:00,32.98,0,0,
1/2/2000,04:04:00,104.37,0,0,
1/2/2000,04:05:00,50.40,0,0,
1/2/2000,04:06:00,14.81,0,0,
1/2/2000,04:07:00,157.54,0,0,
1/2/2000,04:08:00,73.69,0,0,
1/2/2000,04:09:00,38.49,0,0,
1/2/2000,04:10:00,110.58,0,0,
1/2/2000,04:11:00,23.92,0,0,
1/2/2000,04:12:00,19.92,0,0,
1/2/2000,04:13:00,39.16,0,0,
1/2/2000,04:14:00,37.48,0,0,
1/2/2000,04:15:00,33.73,0,0,
1/2/2000,04:16:00,26.66,0,0,
1/2/2000,04:17:00,91.30,0,0,
1/2/2000,04:18:00,19.00,0,0,
1/2/2000,04:19:00,12.71,0,0,
1/2/2000,04:20:00,37.29,0,0,
1/2/2000,04:21:00,27.84,0,0,
1/2/2000,04:22:00,71.93,0,0,
1/2/2000,04:23:00,66.03,0,0,
1/2/2000,04:24:00,21.97,0,0,
1/2/2000,04:25:00,256.79,0,0,
1/2/2000,04:26:00,21.35,0,0,
1/2/2000,04:27:00,53.80,0,0,
1/2/2000,04:28:00,31.37,0,0,
1/2/2000,04:29:00,7.70,0,0,
1/2/2000,04:30:00,36.05,0,0,
1/2/2000,04:31:00,73.85,0,0,
1/2/2000,04:32:00,153.69,0,0,
1/2/2000,04:33:00,92.64,0,0,
1/2/2000,04:34:00,10.46,0,0,
1/2/2000,04:35:00,29.20,0,0,
1/2/2000,04:36:00,16.89,0,0,
1/2/2000,04:37:00,24.79,0,0,
1/2/2000,04:38:00,37.14,0,0,
1/2/2000,04:39:00,41.70,0,0,
1/2/2000,04:40:00,230.55,0,0,
1/2/2000,04:41:00,111.09,0,0,
1/2/2000,04:42:00,45.91,0,0,
1/2/2000,04:43:00,60.61,0,0,
1/2/2000,04:44:00,87.60,0,0,
1/2/2000,04:45:00,51.84,0,0,
1/2/2000,04:46:00,19.43,0,0,
1/2/2000,04:47:00,15.37,0,0,
1/2/2000,04:48:00,24.13,0,0,
1/2/2000,04:49:00,49.61,0,0,
1/2/2000,04:50:00,20.65,0,0,
1/2/2000,04:51:00,27.17,0,0,
1/2/2000,04:52:00,27.38,0,0,
1/2/2000,04:53:00,60.54,0,0,
1/2/2000,04:54:00,63.67,0,0,
1/2/2000,04:55:00,14.03,0,0,
1/2/2000,04:56:00,29.13,0,0,
1/2/2000,04:57:00,46.30,0,0,
1/2/2000,04:58:00,28.87,0,0,
1/2/2000,04:59:00,48.99,0,0,
1/2/2000,05:00:00,63.43,0,0,
1/2/2000,05:01:00,219.22,0,0,
1/2/2000,05:02:00,71.88,0,0,
1/2/2000,05:03:00,30.13,0,0,
1/2/2000,05:04:00,84.83,0,0,
1/2/2000,05:05:00,18.01,0,0,
1/2/2000,05:06:00,68.32,0,0,
1/2/2000,05:07:00,148.50,0,0,
1/2/2000,05:08:00,22.71,0,0,
1/2/2000,05:09:00,18.05,0,0,
1/2/2000,05:10:00,5.29,0,0,
1/2/2000,05:11:00,55.93,0,0,
1/2/2000,05:12:00,64.50,0,0,
1/2/2000,05:13:00,38.92,0,0,
1/2/2000,05:14:00,9.90,0,0,
1/2/2000,05:15:00,61.33,0,0,
1/2/2000,05:16:00,17.97,0,0,
1/2/2000,05:17:00,20.07,0,0,
1/2/2000,05:18:00,17.13,0,0,
1/2/2000,05:19:00,34.06,0,0,
1/2/2000,05:20:00,60.20,0,0,
1/2/2000,05:21:00,23.43,0,0,
1/2/2000,05:22:00,25.25,0,0,
1/2/2000,05:23:00,31.73,0,0,
1/2/2000,05:24:00,18.91,0,0,
1/2/2000,05:25:00,17.34,0,0,
1/2/2000,05:26:00,48.27,0,0,
1/2/2000,05:27:00,38.43,0,0,
1/2/2000,05:28:00,17.48,0,0,
1/2/2000,05:29:00,26.83,0,0,
1/2/2000,05:30:00,16.23,0,0,
1/2/2000,05:31:00,48.53,0,0,
1/2/2000,05:32:00,179.95,0,0,
1/2/2000,05:33:00,34.21,0,0,
1/2/2000,05:34:00,26.60,0,0,
1/2/2000,05:35:00,59.63,0,0,
1/2/2000,05:36:00,34.46,0,0,
1/2/2000,05:37:00,24.20,0,0,
1/2/2000,05:38:00,60.85,0,0,
1/2/2000,05:39:00,73.46,0,0,
1/2/2000,05:40:00,24.39,0,0,
1/2/2000,05:41:00,69.19,0,0,
1/2/2000,05:42:00,24.61,0,0,
1/2/2000,05:43:00,30.68,0,0,
1/2/2000,05:44:00,27.40,0,0,
1/2/2000,05:45:00,26.39,0,0,
1/2/2000,05:46:00,71.97,0,0,
1/2/2000,05:47:00,53.76,0,0,
1/2/2000,05:48:00,59.00,0,0,
1/2/2000,05:49:00,36.94,0,0,
1/2/2000,05:50:00,15.30,0,0,
1/2/2000,05:51:00,22.30,0,0,
1/2/2000,05:52:00,24.40,0,0,
1/2/2000,05:53:00,27.85,0,0,
1/2/2000,05:54:00,40.94,0,0,
1/2/2000,05:55:00,25.51,0,0,
1/2/2000,05:56:00,19.89,0,0,
1/2/2000,05:57:00,40.01,0,0,
1/2/2000,05:58:00,32.51,0,0,
1/2/2000,05:59:00,23.69,0,0,
1/2/2000,06:00:00,28.66,0,0,
1/2/2000,06:01:00,129.49,0,0,
1/2/2000,06:02:00,41.88,0,0,
1/2/2000,06:03:00,20.66,0,0,
1/2/2000,06:04:00,22.09,0,0,
1/2/2000,06:05:00,217.08,0,0,
1/2/2000,06:06:00,52.74,0,0,
1/2/2000,06:07:00,68.22,0,0,
1/2/2000,06:08:00,19.33,0,0,
1/2/2000,06:09:00,24.03,0,0,
1/2/2000,06:10:00,121.80,0,0,
1/2/2000,06:11:00,10.07,0,0,
1/2/2000,06:12:00,18.46,0,0,
1/2/2000,06:13:00,59.88,0,0,
1/2/2000,06:14:00,37.10,0,0,
1/2/2000,06:15:00,24.82,0,0,
1/2/2000,06:16:00,19.15,0,0,
1/2/2000,06:17:00,61.90,0,0,
1/2/2000,06:18:00,50.55,0,0,
1/2/2000,06:19:00,13.47,0,0,
1/2/2000,06:20:00,111.76,0,0,
1/2/2000,06:21:00,31.11,0,0,
1/2/2000,06:22:00,52.00,0,0,
1/2/2000,06:23:00,9.56,0,0,
1/2/2000,06:24:00,61.25,0,0,
1/2/2000,06:25:00,14.29,0,0,
1/2/2000,06:26:00,43.29,0,0,
1/2/2000,06:27:00,70.63,0,0,
1/2/2000,06:28:00,25.52,0,0,
1/2/2000,06:29:00,30.94,0,0,
1/2/2000,06:30:00,14.72,0,0,
1/2/2000,06:31:00,8.20,0,0,
1/2/2000,06:32:00,98.82,0,0,
1/2/2000,06:33:00,92.44,0,0,
1/2/2000,06:34:00,44.00,0,0,
1/2/2000,06:35:00,42.23,0,0,
1/2/2000,06:36:00,26.20,0,0,
1/2/2000,06:37:00,27.05,0,0,
1/2/2000,06:38:00,86.48,0,0,
1/2/2000,06:39:00,26.18,0,0,
1/2/2000,06:40:00,84.87,0,0,
1/2/2000,06:41:00,51.88,0,0,
1/2/2000,06:42:00,35.54,0,0,
1/2/2000,06:43:00,69.22,0,0,
1/2/2000,06:44:00,23.65,0,0,
1/2/2000,06:45:00,88.07,0,0,
1/2/2000,06:46:00,46.38,0,0,
1/2/2000,06:47:00,20.54,0,0,
1/2/2000,06:48:00,14.98,0,0,
1/2/2000,06:49:00,62.81,0,0,
1/2/2000,06:50:00,51.98,0,0,
1/2/2000,06:51:00,15.05,0,0,
1/2/2000,06:52:00,42.86,0,0,
1/2/2000,06:53:00,206.60,0,0,
1/2/2000,06:54:00,11.64,0,0,
1/2/2000,06:55:00,26.77,0,0,
1/2/2000,06:56:00,12.60,0,0,
1/2/2000,06:57:00,13.78,0,0,
1/2/2000,06:58:00,102.61,0,0,
1/2/2000,06:59:00,17.08,0,0,
1/2/2000,07:00:00,111.52,0,776,
1/2/2000,07:01:00,412.58,0,1609,
1/2/2000,07:02:00,515.37,0,287,
1/2/2000,07:03:00,393.42,0,100,
1/2/2000,07:04:00,2125.47,0,769,
1/2/2000,07:05:00,444.65,0,827,
1/2/2000,07:06:00,544.15,0,1824,
1/2/2000,07:07:00,470.54,0,1004,
1/2/2000,07:08:00,507.41,0,991,
1/2/2000,07:09:00,470.45,0,968,
1/2/2000,07:10:00,505.53,0,883,
1/2/2000,07:11:00,413.69,0,1300,
1/2/2000,07:12:00,100.58,0,1342,
1/2/2000,07:13:00,527.51,0,661,
1/2/2000,07:14:00,615.83,0,1999,
1/2/2000,07:15:00,458.86,0,1217,
1/2/2000,07:16:00,58.79,0,1607,
1/2/2000,07:17:00,2245.20,0,1555,
1/2/2000,07:18:00,552.76,0,134,
1/2/2000,07:19:00,594.35,0,446,
1/2/2000,07:20:00,637.08,0,1815,
1/2/2000,07:21:00,73.35,0,646,
1/2/2000,07:22:00,624.56,0,1629,
1/2/2000,07:23:00,597.74,0,341,
1/2/2000,07:24:00,547.03,0,285,
1/2/2000,07:25:00,109.34,0,446,
1/2/2000,07:26:00,147.26,0,1415,
1/2/2000,07:27:00,580.07,0,735,
1/2/2000,07:28:00,115.66,0,1909,
1/2/2000,07:29:00,645.43,0,289,
1/2/2000,07:30:00,542.20,0,1803,
1/2/2000,07:31:00,648.63,0,1264,
1/2/2000,07:32:00,683.62,0,1532,
1/2/2000,07:33:00,762.68,0,1151,
1/2/2000,07:34:00,83.28,0,386,
1/2/2000,07:35:00,619.99,0,1945,
1/2/2000,07:36:00,780.33,0,785,
1/2/2000,07:37:00,705.51,0,433,
1/2/2000,07:38:00,1848.83,0,990,
1/2/2000,07:39:00,695.05,0,921,
1/2/2000,07:40:00,664.64,0,1944,
1/2/2000,07:41:00,753.11,0,435,
1/2/2000,07:42:00,769.78,0,1173,
1/2/2000,07:43:00,145.95,0,733,
1/2/2000,07:44:00,157.13,0,1448,
1/2/2000,07:45:00,127.89,0,601,
1/2/2000,07:46:00,920.66,0,426,
1/2/2000,07:47:00,761.02,0,1802,
1/2/2000,07:48:00,886.62,0,751,
1/2/2000,07:49:00,827.58,0,969,
1/2/2000,07:50:00,750.77,0,1301,
1/2/2000,07:51:00,966.89,0,103,
1/2/2000,07:52:00,889.39,0,382,
1/2/2000,07:53:00,144.46,0,737,
1/2/2000,07:54:00,832.80,0,963,
1/2/2000,07:55:00,229.06,0,1443,
1/2/2000,07:56:00,943.46,0,1276,
1/2/2000,07:57:00,1901.56,0,211,
1/2/2000,07:58:00,872.54,0,863,
1/2/2000,07:59:00,1018.00,0,328,
1/2/2000,08:00:00,965.59,0,790,
1/2/2000,08:01:00,648.13,0,1358,
1/2/2000,08:02:00,1734.64,0,851,
1/2/2000,08:03:00,1065.00,0,148,
1/2/2000,08:04:00,994.72,0,764,
1/2/2000,08:05:00,932.26,0,458,
1/2/2000,08:06:00,2536.89,0,1038,
1/2/2000,08:07:00,1100.20,0,1600,
1/2/2000,08:08:00,1830.65,0,1582,
1/2/2000,08:09:00,840.51,0,1634,
1/2/2000,08:10:00,821.01,0,1577,
1/2/2000,08:11:00,891.78,0,634,
1/2/2000,08:12:00,843.01,0,1521,
1/2/2000,08:13:00,1042.33,0,1693,
1/2/2000,08:14:00,929.32,0,471,
1/2/2000,08:15:00,183.50,0,1326,
1/2/2000,08:16:00,979.52,0,1552,
1/2/2000,08:17:00,1065.70,0,1400,
1/2/2000,08:18:00,1088.09,0,802,
1/2/2000,08:19:00,1033.84,0,1528,
1/2/2000,08:20:00,1152.04,0,1270,
1/2/2000,08:21:00,1235.65,0,856,
1/2/2000,08:22:00,1056.48,0,419,
1/2/2000,08:23:00,1109.79,0,681,
1/2/2000,08:24:00,1060.06,0,369,
1/2/2000,08:25:00,940.57,0,692,
1/2/2000,08:26:00,1363.95,0,921,
1/2/2000,08:27:00,1025.66,0,1390,
1/2/2000,08:28:00,1186.43,0,750,
1/2/2000,08:29:00,1028.17,0,1993,
1/2/2000,08:30:00,1161.52,0,1190,
1/2/2000,08:31:00,1249.26,0,956,
1/2/2000,08:32:00,1011.15,0,383,
1/2/2000,08:33:00,2073.48,0,1348,
1/2/2000,08:34:00,216.65,0,1439,
1/2/2000,08:35:00,1347.44,0,1037,
1/2/2000,08:36:00,1076.83,0,700,
1/2/2000,08:37:00,2972.72,0,595,
1/2/2000,08:38:00,1269.83,0,1337,
1/2/2000,08:39:00,1393.69,0,1633,
1/2/2000,08:40:00,2000.98,0,954,
1/2/2000,08:41:00,1024.29,0,1343,
1/2/2000,08:42:00,2069.07,0,915,
1/2/2000,08:43:00,2213.15,0,1001,
1/2/2000,08:44:00,1257.82,0,328,
1/2/2000,08:45:00,1320.20,0,597,
1/2/2000,08:46:00,2259.62,0,1106,
1/2/2000,08:47:00,1275.18,0,628,
1/2/2000,08:48:00,1097.53,0,690,
1/2/2000,08:49:00,1543.76,0,1262,
1/2/2000,08:50:00,1345.22,0,1623,
1/2/2000,08:51:00,1338.84,0,1842,
1/2/2000,08:52:00,1257.57,0,1576,
1/2/2000,08:53:00,1141.38,0,1418,
1/2/2000,08:54:00,1303.86,0,1872,
1/2/2000,08:55:00,1499.98,0,1469,
1/2/2000,08:56:00,1256.41,0,669,
1/2/2000,08:57:00,1170.91,0,1407,
1/2/2000,08:58:00,1271.61,0,1173,
1/2/2000,08:59:00,361.07,0,655,
1/2/2000,09:00:00,1278.27,0,1734,
1/2/2000,09:01:00,1569.90,0,1432,
1/2/2000,09:02:00,1456.53,0,1347,
1/2/2000,09:03:00,1468.51,0,371,
1/2/2000,09:04:00,217.61,0,1050,
1/2/2000,09:05:00,3118.18,0,1005,
1/2/2000,09:06:00,1462.65,0,1291,
1/2/2000,09:07:00,1459.21,0,1416,
1/2/2000,09:08:00,1467.52,0,1331,
1/2/2000,09:09:00,1624.81,0,681,
1/2/2000,09:10:00,1501.51,0,732,
1/2/2000,09:11:00,357.96,0,1929,
1/2/2000,09:12:00,293.40,0,1007,
1/2/2000,09:13:00,1430.45,0,322,
1/2/2000,09:14:00,1452.96,0,714,
1/2/2000,09:15:00,1341.93,0,493,
1/2/2000,09:16:00,1451.41,0,1070,
1/2/2000,09:17:00,1208.49,0,638,
1/2/2000,09:18:00,192.06,0,1021,
1/2/2000,09:19:00,1540.82,0,927,
1/2/2000,09:20:00,301.15,0,514,
1/2/2000,09:21:00,1491.39,0,759,
1/2/2000,09:22:00,1363.72,0,1001,
1/2/2000,09:23:00,223.57,0,1577,
1/2/2000,09:24:00,1171.17,0,1546,
1/2/2000,09:25:00,1269.35,0,307,
1/2/2000,09:26:00,1576.05,0,1903,
1/2/2000,09:27:00,1544.68,0,410,
1/2/2000,09:28:00,1606.82,0,1219,
1/2/2000,09:29:00,1338.43,0,144,
1/2/2000,09:30:00,1725.45,0,839,
1/2/2000,09:31:00,1732.29,0,1059,
1/2/2000,09:32:00,1484.26,0,147,
1/2/2000,09:33:00,1627.70,0,1734,
1/2/2000,09:34:00,1662.44,0,165,
1/2/2000,09:35:00,1529.12,0,678,
1/2/2000,09:36:00,1399.76,0,1189,
1/2/2000,09:37:00,1448.68,0,1059,
1/2/2000,09:38:00,1136.13,0,1024,
1/2/2000,09:39:00,1200.66,0,472,
1/2/2000,09:40:00,1456.95,0,143,
1/2/2000,09:41:00,1403.42,0,117,
1/2/2000,09:42:00,1548.42,0,1037,
1/2/2000,09:43:00,1772.09,0,1929,
1/2/2000,09:44:00,1755.46,0,153,
1/2/2000,09:45:00,1346.08,0,813,
1/2/2000,09:46:00,1647.27,0,968,
1/2/2000,09:47:00,1571.97,0,155,
1/2/2000,09:48:00,1718.67,0,1623,
1/2/2000,09:49:00,1765.73,0,506,
1/2/2000,09:50:00,223.14,0,349,
1/2/2000,09:51:00,1773.47,0,833,
1/2/2000,09:52:00,1560.72,0,622,
1/2/2000,09:53:00,1401.74,0,960,
1/2/2000,09:54:00,1321.09,0,1836,
1/2/2000,09:55:00,1742.86,0,1759,
1/2/2000,09:56:00,1412.84,0,388,
1/2/2000,09:57:00,1638.68,0,387,
1/2/2000,09:58:00,2244.86,0,861,
1/2/2000,09:59:00,1341.99,0,1757,
1/2/2000,10:00:00,1395.24,0,432,
1/2/2000,10:01:00,1703.78,0,158,
1/2/2000,10:02:00,1626.07,0,1885,
1/2/2000,10:03:00,1674.05,0,305,
1/2/2000,10:04:00,2922.07,0,950,
1/2/2000,10:05:00,1487.90,0,1404,
1/2/2000,10:06:00,1706.35,0,1356,
1/2/2000,10:07:00,317.67,0,357,
1/2/2000,10:08:00,1615.66,0,927,
1/2/2000,10:09:00,1639.13,0,1595,
1/2/2000,10:10:00,1476.95,0,1909,
1/2/2000,10:11:00,1429.79,0,397,
1/2/2000,10:12:00,2124.16,0,505,
1/2/2000,10:13:00,1573.30,0,123,
1/2/2000,10:14:00,1538.96,0,1773,
1/2/2000,10:15:00,1700.73,0,1625,
1/2/2000,10:16:00,1587.35,0,1927,
1/2/2000,10:17:00,1641.36,0,1853,
1/2/2000,10:18:00,1697.56,0,1415,
1/2/2000,10:19:00,3075.35,0,1559,
1/2/2000,10:20:00,1544.55,0,1875,
1/2/2000,10:21:00,1977.40,0,1146,
1/2/2000,10:22:00,407.25,0,410,
1/2/2000,10:23:00,1834.91,0,1204,
1/2/2000,10:24:00,1647.14,0,1399,
1/2/2000,10:25:00,2058.88,0,1207,
1/2/2000,10:26:00,1932.38,0,707,
1/2/2000,10:27:00,1483.01,0,759,
1/2/2000,10:28:00,3515.96,0,1990,
1/2/2000,10:29:00,2309.38,0,428,
1/2/2000,10:30:00,1646.09,0,900,
1/2/2000,10:31:00,1294.04,0,665,
1/2/2000,10:32:00,1698.82,0,391,
1/2/2000,10:33:00,1755.95,0,737,
1/2/2000,10:34:00,1311.74,0,1208,
1/2/2000,10:35:00,1528.23,0,1964,
1/2/2000,10:36:00,400.63,0,972,
1/2/2000,10:37:00,1296.74,0,1653,
1/2/2000,10:38:00,3286.67,0,594,
1/2/2000,10:39:00,1726.33,0,1871,
1/2/2000,10:40:00,1472.17,0,1411,
1/2/2000,10:41:00,1457.44,0,1750,
1/2/2000,10:42:00,1559.32,0,644,
1/2/2000,10:43:00,1846.31,0,1162,
1/2/2000,10:44:00,1805.77,0,1816,
1/2/2000,10:45:00,422.99,0,1950,
1/2/2000,10:46:00,1237.17,0,1425,
1/2/2000,10:47:00,1772.06,0,1386,
1/2/2000,10:48:00,1327.42,0,470,
1/2/2000,10:49:00,3362.90,0,1839,
1/2/2000,10:50:00,1770.86,0,1705,
1/2/2000,10:51:00,1835.31,0,1678,
1/2/2000,10:52:00,1765.16,0,1699,
1/2/2000,10:53:00,1733.07,0,1812,
1/2/2000,10:54:00,1305.65,0,285,
1/2/2000,10:55:00,1499.81,0,1548,
1/2/2000,10:56:00,1476.05,0,426,
1/2/2000,10:57:00,1813.63,0,1247,
1/2/2000,10:58:00,1531.78,0,255,
1/2/2000,10:59:00,1611.77,0,1566,
1/2/2000,11:00:00,1649.39,0,1830,
1/2/2000,11:01:00,1902.89,0,560,
1/2/2000,11:02:00,319.89,0,1112,
1/2/2000,11:03:00,1632.74,0,397,
1/2/2000,11:04:00,3084.49,0,1228,
1/2/2000,11:05:00,1604.73,0,918,
1/2/2000,11:06:00,1427.46,0,1745,
1/2/2000,11:07:00,1358.68,0,580,
1/2/2000,11:08:00,433.93,0,1202,
1/2/2000,11:09:00,522.30,0,1196,
1/2/2000,11:10:00,1510.02,0,1234,
1/2/2000,11:11:00,1845.80,0,1042,
1/2/2000,11:12:00,1437.65,0,1244,
1/2/2000,11:13:00,1465.11,0,230,
1/2/2000,11:14:00,1665.81,0,1561,
1/2/2000,11:15:00,1576.95,0,911,
1/2/2000,11:16:00,1613.39,0,1893,
1/2/2000,11:17:00,1870.74,0,1301,
1/2/2000,11:18:00,1608.16,0,245,
1/2/2000,11:19:00,1656.78,0,609,
1/2/2000,11:20:00,1853.41,0,1592,
1/2/2000,11:21:00,463.96,0,893,
1/2/2000,11:22:00,1649.05,0,463,
1/2/2000,11:23:00,1459.60,0,922,
1/2/2000,11:24:00,315.49,0,1900,
1/2/2000,11:25:00,1739.97,0,445,
1/2/2000,11:26:00,3216.24,0,1263,
1/2/2000,11:27:00,1320.81,0,547,
1/2/2000,11:28:00,347.69,0,462,
1/2/2000,11:29:00,1770.76,0,162,
1/2/2000,11:30:00,1522.99,0,346,
1/2/2000,11:31:00,1627.14,0,1943,
1/2/2000,11:32:00,2673.46,0,1448,
1/2/2000,11:33:00,1706.15,0,1235,
1/2/2000,11:34:00,1717.03,0,185,
1/2/2000,11:35:00,1754.30,0,1963,
1/2/2000,11:36:00,1435.34,0,1967,
1/2/2000,11:37:00,1371.03,0,1218,
1/2/2000,11:38:00,1498.90,0,927,
1/2/2000,11:39:00,155.04,0,1348,
1/2/2000,11:40:00,1490.15,0,1802,
1/2/2000,11:41:00,3251.04,0,1412,
1/2/2000,11:42:00,171.18,0,820,
1/2/2000,11:43:00,1678.88,0,465,
1/2/2000,11:44:00,1616.65,0,1036,
1/2/2000,11:45:00,266.62,0,131,
1/2/2000,11:46:00,365.17,0,1974,
1/2/2000,11:47:00,1979.31,0,861,
1/2/2000,11:48:00,1755.34,0,1988,
1/2/2000,11:49:00,1579.37,0,519,
1/2/2000,11:50:00,1797.25,0,872,
1/2/2000,11:51:00,1553.65,0,1329,
1/2/2000,11:52:00,3004.51,0,244,
1/2/2000,11:53:00,1547.88,0,1615,
1/2/2000,11:54:00,1599.31,0,1198,
1/2/2000,11:55:00,1535.26,0,513,
1/2/2000,11:56:00,1930.91,0,173,
1/2/2000,11:57:00,1506.52,0,1751,
1/2/2000,11:58:00,2526.89,0,1457,
1/2/2000,11:59:00,1677.39,0,751,
1/2/2000,12:00:00,1644.46,0,1046,
1/2/2000,12:01:00,1624.14,0,697,
1/2/2000,12:02:00,1529.38,0,1002,
1/2/2000,12:03:00,2766.65,0,216,
1/2/2000,12:04:00,361.83,0,1582,
1/2/2000,12:05:00,253.20,0,1766,
1/2/2000,12:06:00,1615.00,0,172,
1/2/2000,12:07:00,1625.08,0,678,
1/2/2000,12:08:00,1632.18,0,1104,
1/2/2000,12:09:00,1545.98,0,1198,
1/2/2000,12:10:00,1490.45,0,895,
1/2/2000,12:11:00,500.77,0,1555,
1/2/2000,12:12:00,1674.74,0,1383,
1/2/2000,12:13:00,1392.46,0,895,
1/2/2000,12:14:00,1940.90,0,1185,
1/2/2000,12:15:00,1703.84,0,1367,
1/2/2000,12:16:00,1802.03,0,867,
1/2/2000,12:17:00,351.52,0,1686,
1/2/2000,12:18:00,1512.31,0,1922,
1/2/2000,12:19:00,1683.93,0,890,
1/2/2000,12:20:00,1844.89,0,1675,
1/2/2000,12:21:00,1680.60,0,1877,
1/2/2000,12:22:00,1732.14,0,1663,
1/2/2000,12:23:00,1443.89,0,117,
1/2/2000,12:24:00,1458.28,0,1946,
1/2/2000,12:25:00,1422.04,0,746,
1/2/2000,12:26:00,1808.81,0,693,
1/2/2000,12:27:00,1541.03,0,1964,
1/2/2000,12:28:00,1875.12,0,675,
1/2/2000,12:29:00,1464.96,0,1647,
1/2/2000,12:30:00,2756.42,0,1775,
1/2/2000,12:31:00,1480.82,0,140,
1/2/2000,12:32:00,2159.79,0,241,
1/2/2000,12:33:00,1590.42,0,327,
1/2/2000,12:34:00,1868.72,0,1710,
1/2/2000,12:35:00,657.11,0,1843,
1/2/2000,12:36:00,1558.55,0,148,
1/2/2000,12:37:00,2445.13,0,986,
1/2/2000,12:38:00,1550.17,0,164,
1/2/2000,12:39:00,1738.73,0,139,
1/2/2000,12:40:00,1589.40,0,868,
1/2/2000,12:41:00,1792.71,0,933,
1/2/2000,12:42:00,1585.63,0,270,
1/2/2000,12:43:00,1502.18,0,752,
1/2/2000,12:44:00,642.59,0,233,
1/2/2000,12:45:00,1856.03,0,1752,
1/2/2000,12:46:00,1822.03,0,1884,
1/2/2000,12:47:00,1865.26,0,384,
1/2/2000,12:48:00,1609.27,0,287,
1/2/2000,12:49:00,216.40,0,1074,
1/2/2000,12:50:00,1612.51,0,1060,
1/2/2000,12:51:00,217.57,0,504,
1/2/2000,12:52:00,1856.47,0,353,
1/2/2000,12:53:00,1658.91,0,1401,
1/2/2000,12:54:00,1532.52,0,546,
1/2/2000,12:55:00,1391.69,0,615,
1/2/2000,12:56:00,1726.35,0,1948,
1/2/2000,12:57:00,411.47,0,1624,
1/2/2000,12:58:00,1455.30,0,1529,
1/2/2000,12:59:00,2336.35,0,1620,
1/2/2000,13:00:00,1674.75,0,567,
1/2/2000,13:01:00,247.97,0,1991,
1/2/2000,13:02:00,1732.32,0,1611,
1/2/2000,13:03:00,1270.78,0,748,
1/2/2000,13:04:00,1369.38,0,1954,
1/2/2000,13:05:00,1867.14,0,901,
1/2/2000,13:06:00,1463.51,0,1848,
1/2/2000,13:07:00,1628.51,0,986,
1/2/2000,13:08:00,1336.76,0,762,
1/2/2000,13:09:00,1711.07,0,1112,
1/2/2000,13:10:00,2509.90,0,1500,
1/2/2000,13:11:00,1434.10,0,1510,
1/2/2000,13:12:00,1523.42,0,1015,
1/2/2000,13:13:00,1636.87,0,1398,
1/2/2000,13:14:00,1734.39,0,1282,
1/2/2000,13:15:00,1713.75,0,1966,
1/2/2000,13:16:00,1353.67,0,1100,
1/2/2000,13:17:00,1306.97,0,758,
1/2/2000,13:18:00,2339.17,0,1020,
1/2/2000,13:19:00,1669.14,0,845,
1/2/2000,13:20:00,1629.85,0,1088,
1/2/2000,13:21:00,1630.22,0,743,
1/2/2000,13:22:00,1523.56,0,346,
1/2/2000,13:23:00,409.89,0,608,
1/2/2000,13:24:00,259.73,0,1434,
1/2/2000,13:25:00,1435.45,0,402,
1/2/2000,13:26:00,1459.71,0,1033,
1/2/2000,13:27:00,1671.64,0,363,
1/2/2000,13:28:00,2841.79,0,1803,
1/2/2000,13:29:00,1563.21,0,1812,
